event_date,code,market,status_type,status_value,source,source_url,raw_path,confidence,notes
2026-06-18,073190,KOSDAQ,managed_issue,designated,kind,https://kind.krx.co.kr/investwarn/adminissue.do?method=searchAdminIssueList,_report/raw/2026/2026-07-09/kind/status-source-probe/managed_issue.xls,high,snapshot=managed_issue; 종목명=듀오백; 지정사유=시가총액 미달; market_enrichment=market_data_join:KOSDAQ
2026-06-18,464440,KOSDAQ,delisting,delisted,kind,https://kind.krx.co.kr/investwarn/delcompany.do?method=searchDelCompanyMain,_report/raw/2026/2026-07-09/kind/status-source-probe/delisted_company.xls,high,snapshot=delisted_company; 회사명=한국제13호스팩; 폐지사유=상장예비심사신청서 미제출 등으로 관리종목으로 지정된 날부터 1개월 이내 동 사유 미해소; market_enrichment=market_data_join:KOSDAQ
2026-06-18,469880,KOSDAQ,managed_issue,designated,kind,https://kind.krx.co.kr/investwarn/adminissue.do?method=searchAdminIssueList,_report/raw/2026/2026-07-09/kind/status-source-probe/managed_issue.xls,high,snapshot=managed_issue; 종목명=하나30호스팩; 지정사유=SPAC 상장예비심사청구서 미제출 등; market_enrichment=market_data_join:KOSDAQ
2026-06-24,079650,KOSDAQ,market_alert,risk,kind,https://kind.krx.co.kr/investwarn/investattentwarnrisky.do?method=investattentwarnriskyMain,_report/raw/2026/2026-07-09/kind/status-source-probe/market_alert_risk.xls,high,snapshot=market_alert_risk; 종목명=서산; 공시일=2026-06-23; market_enrichment=market_data_join:KOSDAQ
2026-06-26,001770,KOSPI,managed_issue,designated,kind,https://kind.krx.co.kr/investwarn/adminissue.do?method=searchAdminIssueList,_report/raw/2026/2026-07-09/kind/status-source-probe/managed_issue.xls,high,snapshot=managed_issue; 종목명=SHD; 지정사유=시가총액 미달; market_enrichment=market_data_join:KOSPI
2026-06-26,069920,KOSDAQ,managed_issue,designated,kind,https://kind.krx.co.kr/investwarn/adminissue.do?method=searchAdminIssueList,_report/raw/2026/2026-07-09/kind/status-source-probe/managed_issue.xls,high,snapshot=managed_issue; 종목명=엑시온그룹; 지정사유=시가총액 미달; market_enrichment=market_data_join:KOSDAQ
2026-06-30,001210,KOSPI,market_alert,warning,kind,https://kind.krx.co.kr/investwarn/investattentwarnrisky.do?method=investattentwarnriskyMain,_report/raw/2026/2026-07-09/kind/status-source-probe/market_alert_warning.xls,high,snapshot=market_alert_warning; 종목명=금호전기; 공시일=2026-06-29; market_enrichment=market_data_join:KOSPI
2026-06-30,002995,KOSPI,market_alert,warning,kind,https://kind.krx.co.kr/investwarn/investattentwarnrisky.do?method=investattentwarnriskyMain,_report/raw/2026/2026-07-09/kind/status-source-probe/market_alert_warning.xls,high,snapshot=market_alert_warning; 종목명=금호건설우; 공시일=2026-06-29; market_enrichment=market_data_join:KOSPI
2026-06-30,008500,KOSPI,delisting,delisted,kind,https://kind.krx.co.kr/investwarn/delcompany.do?method=searchDelCompanyMain,_report/raw/2026/2026-07-09/kind/status-source-probe/delisted_company.xls,high,snapshot=delisted_company; 회사명=일정실업; 폐지사유=시가총액 미달; market_enrichment=market_data_join:KOSPI
2026-06-30,091590,KOSDAQ,market_alert,warning,kind,https://kind.krx.co.kr/investwarn/investattentwarnrisky.do?method=investattentwarnriskyMain,_report/raw/2026/2026-07-09/kind/status-source-probe/market_alert_warning.xls,high,snapshot=market_alert_warning; 종목명=남화토건; 공시일=2026-06-29; market_enrichment=market_data_join:KOSDAQ
2026-06-30,122350,KOSDAQ,market_alert,warning,kind,https://kind.krx.co.kr/investwarn/investattentwarnrisky.do?method=investattentwarnriskyMain,_report/raw/2026/2026-07-09/kind/status-source-probe/market_alert_warning.xls,high,snapshot=market_alert_warning; 종목명=삼기; 공시일=2026-06-29; market_enrichment=market_data_join:KOSDAQ
2026-06-30,230360,KOSDAQ,delisting,delisted,kind,https://kind.krx.co.kr/investwarn/delcompany.do?method=searchDelCompanyMain,_report/raw/2026/2026-07-09/kind/status-source-probe/delisted_company.xls,high,snapshot=delisted_company; 회사명=에코마케팅; 폐지사유=타법인의 완전자회사로 편입; market_enrichment=market_data_join:KOSDAQ
2026-06-30,458870,KOSDAQ,market_alert,warning,kind,https://kind.krx.co.kr/investwarn/investattentwarnrisky.do?method=investattentwarnriskyMain,_report/raw/2026/2026-07-09/kind/status-source-probe/market_alert_warning.xls,high,snapshot=market_alert_warning; 종목명=씨어스; 공시일=2026-06-29; market_enrichment=market_data_join:KOSDAQ
2026-07-01,002990,KOSPI,market_alert,warning,kind,https://kind.krx.co.kr/investwarn/investattentwarnrisky.do?method=investattentwarnriskyMain,_report/raw/2026/2026-07-09/kind/status-source-probe/market_alert_warning.xls,high,snapshot=market_alert_warning; 종목명=금호건설; 공시일=2026-06-30; market_enrichment=market_data_join:KOSPI
2026-07-01,032685,KOSDAQ,managed_issue,designated,kind,https://kind.krx.co.kr/investwarn/adminissue.do?method=searchAdminIssueList,_report/raw/2026/2026-07-09/kind/status-source-probe/managed_issue.xls,high,"snapshot=managed_issue; 종목명=소프트센우; 지정사유=종류주식의 거래량 요건 미달,종류주식의 상장주식수 요건 미달; market_enrichment=market_data_join:KOSDAQ"
2026-07-01,032980,KOSDAQ,delisting,delisted,kind,https://kind.krx.co.kr/investwarn/delcompany.do?method=searchDelCompanyMain,_report/raw/2026/2026-07-09/kind/status-source-probe/delisted_company.xls,high,snapshot=delisted_company; 회사명=바이온; 폐지사유=기업의 계속성 및 경영의 투명성 등을 종합적으로 고려하여 상장폐지기준에 해당한다고 결정; market_enrichment=market_data_join:KOSDAQ
2026-07-01,064850,KOSDAQ,market_alert,warning,kind,https://kind.krx.co.kr/investwarn/investattentwarnrisky.do?method=investattentwarnriskyMain,_report/raw/2026/2026-07-09/kind/status-source-probe/market_alert_warning.xls,high,snapshot=market_alert_warning; 종목명=에프앤가이드; 공시일=2026-06-30; market_enrichment=market_data_join:KOSDAQ
2026-07-01,065170,KOSDAQ,market_alert,warning,kind,https://kind.krx.co.kr/investwarn/investattentwarnrisky.do?method=investattentwarnriskyMain,_report/raw/2026/2026-07-09/kind/status-source-probe/market_alert_warning.xls,high,snapshot=market_alert_warning; 종목명=비엘팜텍; 공시일=2026-06-30; market_enrichment=market_data_join:KOSDAQ
2026-07-01,101390,KOSDAQ,delisting,delisted,kind,https://kind.krx.co.kr/investwarn/delcompany.do?method=searchDelCompanyMain,_report/raw/2026/2026-07-09/kind/status-source-probe/delisted_company.xls,high,snapshot=delisted_company; 회사명=아이엠; 폐지사유=기업의 계속성 및 경영의 투명성 등을 종합적으로 고려하여 상장폐지기준에 해당한다고 결정; market_enrichment=market_data_join:KOSDAQ
2026-07-01,106520,KOSDAQ,delisting,delisted,kind,https://kind.krx.co.kr/investwarn/delcompany.do?method=searchDelCompanyMain,_report/raw/2026/2026-07-09/kind/status-source-probe/delisted_company.xls,high,snapshot=delisted_company; 회사명=노블엠앤비; 폐지사유=감사의견 거절(계속기업 존속능력 불확실성); market_enrichment=market_data_join:KOSDAQ
2026-07-01,127120,KOSDAQ,market_alert,warning,kind,https://kind.krx.co.kr/investwarn/investattentwarnrisky.do?method=investattentwarnriskyMain,_report/raw/2026/2026-07-09/kind/status-source-probe/market_alert_warning.xls,high,snapshot=market_alert_warning; 종목명=제이에스링크; 공시일=2026-06-30; market_enrichment=market_data_join:KOSDAQ
2026-07-01,227100,KOSDAQ,delisting,delisted,kind,https://kind.krx.co.kr/investwarn/delcompany.do?method=searchDelCompanyMain,_report/raw/2026/2026-07-09/kind/status-source-probe/delisted_company.xls,high,snapshot=delisted_company; 회사명=프로브잇; 폐지사유=기업의 계속성 및 경영의 투명성 등을 종합적으로 고려하여 상장폐지기준에 해당한다고 결정; market_enrichment=market_data_join:KOSDAQ
2026-07-01,228340,KOSDAQ,market_alert,warning,kind,https://kind.krx.co.kr/investwarn/investattentwarnrisky.do?method=investattentwarnriskyMain,_report/raw/2026/2026-07-09/kind/status-source-probe/market_alert_warning.xls,high,snapshot=market_alert_warning; 종목명=동양파일; 공시일=2026-06-30; market_enrichment=market_data_join:KOSDAQ
2026-07-01,270520,KOSDAQ,market_alert,warning,kind,https://kind.krx.co.kr/investwarn/investattentwarnrisky.do?method=investattentwarnriskyMain,_report/raw/2026/2026-07-09/kind/status-source-probe/market_alert_warning.xls,high,snapshot=market_alert_warning; 종목명=앱튼; 공시일=2026-06-30; market_enrichment=market_data_join:KOSDAQ
2026-07-01,373790,UNKNOWN,managed_issue,designated,kind,https://kind.krx.co.kr/investwarn/adminissue.do?method=searchAdminIssueList,_report/raw/2026/2026-07-09/kind/status-source-probe/managed_issue.xls,high,snapshot=managed_issue; 종목명=KIWOOM 미국방어배당성장나스닥; 지정사유=ETF 신탁원본액 및 순자산총액이 50억원 미만(반기말 현재)
2026-07-01,397420,UNKNOWN,managed_issue,designated,kind,https://kind.krx.co.kr/investwarn/adminissue.do?method=searchAdminIssueList,_report/raw/2026/2026-07-09/kind/status-source-probe/managed_issue.xls,high,snapshot=managed_issue; 종목명=RISE 국채선물5년추종; 지정사유=ETF 신탁원본액 및 순자산총액이 50억원 미만(반기말 현재)
2026-07-01,424460,UNKNOWN,managed_issue,designated,kind,https://kind.krx.co.kr/investwarn/adminissue.do?method=searchAdminIssueList,_report/raw/2026/2026-07-09/kind/status-source-probe/managed_issue.xls,high,snapshot=managed_issue; 종목명=HANARO 글로벌워터MSCI(합성); 지정사유=ETF 신탁원본액 및 순자산총액이 50억원 미만(반기말 현재)
2026-07-01,454180,UNKNOWN,managed_issue,designated,kind,https://kind.krx.co.kr/investwarn/adminissue.do?method=searchAdminIssueList,_report/raw/2026/2026-07-09/kind/status-source-probe/managed_issue.xls,high,snapshot=managed_issue; 종목명=KIWOOM 차이나내수소비TOP CSI; 지정사유=ETF 신탁원본액 및 순자산총액이 50억원 미만(반기말 현재)
2026-07-01,489010,UNKNOWN,managed_issue,designated,kind,https://kind.krx.co.kr/investwarn/adminissue.do?method=searchAdminIssueList,_report/raw/2026/2026-07-09/kind/status-source-probe/managed_issue.xls,high,snapshot=managed_issue; 종목명=PLUS 글로벌AI인프라; 지정사유=ETF 신탁원본액 및 순자산총액이 50억원 미만(반기말 현재)
2026-07-03,008290,KOSDAQ,managed_issue,designated,kind,https://kind.krx.co.kr/investwarn/adminissue.do?method=searchAdminIssueList,_report/raw/2026/2026-07-09/kind/status-source-probe/managed_issue.xls,high,snapshot=managed_issue; 종목명=원풍물산; 지정사유=시가총액 미달; market_enrichment=market_data_join:KOSDAQ
2026-07-06,092590,UNKNOWN,market_alert,warning,kind,https://kind.krx.co.kr/investwarn/investattentwarnrisky.do?method=investattentwarnriskyMain,_report/raw/2026/2026-07-09/kind/status-source-probe/market_alert_warning.xls,high,snapshot=market_alert_warning; 종목명=럭스피아; 공시일=2026-07-03
2026-07-07,013360,KOSPI,market_alert,warning,kind,https://kind.krx.co.kr/investwarn/investattentwarnrisky.do?method=investattentwarnriskyMain,_report/raw/2026/2026-07-09/kind/status-source-probe/market_alert_warning.xls,high,snapshot=market_alert_warning; 종목명=일성건설; 공시일=2026-07-06; market_enrichment=market_data_join:KOSPI
2026-07-07,222160,KOSDAQ,delisting,delisted,kind,https://kind.krx.co.kr/investwarn/delcompany.do?method=searchDelCompanyMain,_report/raw/2026/2026-07-09/kind/status-source-probe/delisted_company.xls,high,snapshot=delisted_company; 회사명=NPX; 폐지사유=기업의 계속성 및 경영의 투명성 등을 종합적으로 고려하여 상장폐지기준에 해당한다고 결정; market_enrichment=market_data_join:KOSDAQ
2026-07-08,017040,KOSPI,managed_issue,designated,kind,https://kind.krx.co.kr/investwarn/adminissue.do?method=searchAdminIssueList,_report/raw/2026/2026-07-09/kind/status-source-probe/managed_issue.xls,high,snapshot=managed_issue; 종목명=광명전기; 지정사유=상장폐지 사유의 발생; market_enrichment=market_data_join:KOSPI
2026-07-08,203690,KOSDAQ,delisting,delisted,kind,https://kind.krx.co.kr/investwarn/delcompany.do?method=searchDelCompanyMain,_report/raw/2026/2026-07-09/kind/status-source-probe/delisted_company.xls,high,snapshot=delisted_company; 회사명=아크솔루션스; 폐지사유=기업의 계속성 및 경영의 투명성 등을 종합적으로 고려하여 상장폐지기준에 해당한다고 결정; market_enrichment=market_data_join:KOSDAQ
2026-07-08,372800,KOSDAQ,market_alert,warning,kind,https://kind.krx.co.kr/investwarn/investattentwarnrisky.do?method=investattentwarnriskyMain,_report/raw/2026/2026-07-09/kind/status-source-probe/market_alert_warning.xls,high,snapshot=market_alert_warning; 종목명=아이티아이즈; 공시일=2026-07-07; market_enrichment=market_data_join:KOSDAQ
2026-07-09,000040,KOSPI,trading_halt,halted,kind,https://kind.krx.co.kr/investwarn/tradinghaltissue.do?method=searchTradingHaltIssueMain,_report/raw/2026/2026-07-09/kind/status-source-probe/trading_halt.xls,medium,"snapshot=trading_halt; 종목명=KR모터스; 사유=주식의 병합, 분할 등 전자등록 변경, 말소; market_enrichment=market_data_join:KOSPI"
2026-07-09,000300,KOSPI,trading_halt,halted,kind,https://kind.krx.co.kr/investwarn/tradinghaltissue.do?method=searchTradingHaltIssueMain,_report/raw/2026/2026-07-09/kind/status-source-probe/trading_halt.xls,medium,snapshot=trading_halt; 종목명=DH오토넥스; 사유=기타공익과투자자보호및시장관리상; market_enrichment=market_data_join:KOSPI
2026-07-09,001000,KOSDAQ,market_alert,caution,kind,https://kind.krx.co.kr/investwarn/investattentwarnrisky.do?method=investattentwarnriskyMain,_report/raw/2026/2026-07-09/kind/status-source-probe/market_alert_caution.xls,high,snapshot=market_alert_caution; 종목명=신라섬유; 유형=소수지점/계좌; 공시일=2026-07-08; market_enrichment=market_data_join:KOSDAQ
2026-07-09,001470,KOSPI,trading_halt,halted,kind,https://kind.krx.co.kr/investwarn/tradinghaltissue.do?method=searchTradingHaltIssueMain,_report/raw/2026/2026-07-09/kind/status-source-probe/trading_halt.xls,medium,"snapshot=trading_halt; 종목명=삼부토건; 사유=감사의견거절(발행ELW, 발행ETN 포함); market_enrichment=market_data_join:KOSPI"
2026-07-09,001520,KOSPI,trading_halt,halted,kind,https://kind.krx.co.kr/investwarn/tradinghaltissue.do?method=searchTradingHaltIssueMain,_report/raw/2026/2026-07-09/kind/status-source-probe/trading_halt.xls,medium,"snapshot=trading_halt; 종목명=동양; 사유=주식의 병합, 분할 등 전자등록 변경, 말소; market_enrichment=market_data_join:KOSPI"
2026-07-09,001525,KOSPI,trading_halt,halted,kind,https://kind.krx.co.kr/investwarn/tradinghaltissue.do?method=searchTradingHaltIssueMain,_report/raw/2026/2026-07-09/kind/status-source-probe/trading_halt.xls,medium,"snapshot=trading_halt; 종목명=동양우; 사유=주식의 병합, 분할 등 전자등록 변경, 말소; market_enrichment=market_data_join:KOSPI"
2026-07-09,001527,KOSPI,trading_halt,halted,kind,https://kind.krx.co.kr/investwarn/tradinghaltissue.do?method=searchTradingHaltIssueMain,_report/raw/2026/2026-07-09/kind/status-source-probe/trading_halt.xls,medium,"snapshot=trading_halt; 종목명=동양2우B; 사유=주식의 병합, 분할 등 전자등록 변경, 말소; market_enrichment=market_data_join:KOSPI"
2026-07-09,001570,KOSPI,trading_halt,halted,kind,https://kind.krx.co.kr/investwarn/tradinghaltissue.do?method=searchTradingHaltIssueMain,_report/raw/2026/2026-07-09/kind/status-source-probe/trading_halt.xls,medium,"snapshot=trading_halt; 종목명=금양; 사유=감사의견거절(발행ELW, 발행ETN 포함); market_enrichment=market_data_join:KOSPI"
2026-07-09,001840,KOSDAQ,trading_halt,halted,kind,https://kind.krx.co.kr/investwarn/tradinghaltissue.do?method=searchTradingHaltIssueMain,_report/raw/2026/2026-07-09/kind/status-source-probe/trading_halt.xls,medium,snapshot=trading_halt; 종목명=이화공영; 사유=상장폐지 사유발생; market_enrichment=market_data_join:KOSDAQ
2026-07-09,002210,KOSPI,trading_halt,halted,kind,https://kind.krx.co.kr/investwarn/tradinghaltissue.do?method=searchTradingHaltIssueMain,_report/raw/2026/2026-07-09/kind/status-source-probe/trading_halt.xls,medium,snapshot=trading_halt; 종목명=동성제약; 사유=풍문등관련주가및거래량급변; market_enrichment=market_data_join:KOSPI
2026-07-09,002410,KOSPI,trading_halt,halted,kind,https://kind.krx.co.kr/investwarn/tradinghaltissue.do?method=searchTradingHaltIssueMain,_report/raw/2026/2026-07-09/kind/status-source-probe/trading_halt.xls,medium,"snapshot=trading_halt; 종목명=범양건영; 사유=감사의견거절(발행ELW, 발행ETN 포함); market_enrichment=market_data_join:KOSPI"
2026-07-09,002680,KOSDAQ,trading_halt,halted,kind,https://kind.krx.co.kr/investwarn/tradinghaltissue.do?method=searchTradingHaltIssueMain,_report/raw/2026/2026-07-09/kind/status-source-probe/trading_halt.xls,medium,"snapshot=trading_halt; 종목명=한탑; 사유=주식의 병합, 분할 등 전자등록 변경, 말소; market_enrichment=market_data_join:KOSDAQ"
2026-07-09,004870,KOSPI,trading_halt,halted,kind,https://kind.krx.co.kr/investwarn/tradinghaltissue.do?method=searchTradingHaltIssueMain,_report/raw/2026/2026-07-09/kind/status-source-probe/trading_halt.xls,medium,"snapshot=trading_halt; 종목명=티웨이홀딩스; 사유=주식의 병합, 분할 등 전자등록 변경, 말소; market_enrichment=market_data_join:KOSPI"
2026-07-09,005030,KOSPI,trading_halt,halted,kind,https://kind.krx.co.kr/investwarn/tradinghaltissue.do?method=searchTradingHaltIssueMain,_report/raw/2026/2026-07-09/kind/status-source-probe/trading_halt.xls,medium,snapshot=trading_halt; 종목명=부산주공; 사유=기타공익과투자자보호및시장관리상; market_enrichment=market_data_join:KOSPI
2026-07-09,005110,KOSPI,trading_halt,halted,kind,https://kind.krx.co.kr/investwarn/tradinghaltissue.do?method=searchTradingHaltIssueMain,_report/raw/2026/2026-07-09/kind/status-source-probe/trading_halt.xls,medium,"snapshot=trading_halt; 종목명=한창; 사유=기타 시장관리상(신주인수권증권 및 증서 제외)(발행ELW, 발행ETN 포함); market_enrichment=market_data_join:KOSPI"
2026-07-09,006380,KOSPI,trading_halt,halted,kind,https://kind.krx.co.kr/investwarn/tradinghaltissue.do?method=searchTradingHaltIssueMain,_report/raw/2026/2026-07-09/kind/status-source-probe/trading_halt.xls,medium,snapshot=trading_halt; 종목명=카프로; 사유=기타공익과투자자보호및시장관리상; market_enrichment=market_data_join:KOSPI
2026-07-09,006490,KOSPI,trading_halt,halted,kind,https://kind.krx.co.kr/investwarn/tradinghaltissue.do?method=searchTradingHaltIssueMain,_report/raw/2026/2026-07-09/kind/status-source-probe/trading_halt.xls,medium,"snapshot=trading_halt; 종목명=프리티; 사유=주식의 병합, 분할 등 전자등록 변경, 말소; market_enrichment=market_data_join:KOSPI"
2026-07-09,007720,KOSDAQ,trading_halt,halted,kind,https://kind.krx.co.kr/investwarn/tradinghaltissue.do?method=searchTradingHaltIssueMain,_report/raw/2026/2026-07-09/kind/status-source-probe/trading_halt.xls,medium,"snapshot=trading_halt; 종목명=소노스퀘어; 사유=주식의 병합, 분할 등 전자등록 변경, 말소; market_enrichment=market_data_join:KOSDAQ"
2026-07-09,008600,KOSPI,trading_halt,halted,kind,https://kind.krx.co.kr/investwarn/tradinghaltissue.do?method=searchTradingHaltIssueMain,_report/raw/2026/2026-07-09/kind/status-source-probe/trading_halt.xls,medium,"snapshot=trading_halt; 종목명=윌비스; 사유=감사의견거절(발행ELW, 발행ETN 포함); market_enrichment=market_data_join:KOSPI"
2026-07-09,009310,KOSPI,trading_halt,halted,kind,https://kind.krx.co.kr/investwarn/tradinghaltissue.do?method=searchTradingHaltIssueMain,_report/raw/2026/2026-07-09/kind/status-source-probe/trading_halt.xls,medium,snapshot=trading_halt; 종목명=참엔지니어링; 사유=기타공익과투자자보호; market_enrichment=market_data_join:KOSPI
2026-07-09,009440,KOSPI,trading_halt,halted,kind,https://kind.krx.co.kr/investwarn/tradinghaltissue.do?method=searchTradingHaltIssueMain,_report/raw/2026/2026-07-09/kind/status-source-probe/trading_halt.xls,medium,"snapshot=trading_halt; 종목명=KC그린홀딩스; 사유=감사의견거절(발행ELW, 발행ETN 포함); market_enrichment=market_data_join:KOSPI"
2026-07-09,009730,KOSDAQ,trading_halt,halted,kind,https://kind.krx.co.kr/investwarn/tradinghaltissue.do?method=searchTradingHaltIssueMain,_report/raw/2026/2026-07-09/kind/status-source-probe/trading_halt.xls,medium,"snapshot=trading_halt; 종목명=이렘; 사유=주식의 병합, 분할 등 전자등록 변경, 말소; market_enrichment=market_data_join:KOSDAQ"
2026-07-09,0099X0,UNKNOWN,trading_halt,halted,kind,https://kind.krx.co.kr/investwarn/tradinghaltissue.do?method=searchTradingHaltIssueMain,_report/raw/2026/2026-07-09/kind/status-source-probe/trading_halt.xls,medium,snapshot=trading_halt; 종목명=IBKS제25호스팩; 사유=SPAC 합병(예비심사청구대상)
2026-07-09,010950,KOSPI,market_alert,caution,kind,https://kind.krx.co.kr/investwarn/investattentwarnrisky.do?method=investattentwarnriskyMain,_report/raw/2026/2026-07-09/kind/status-source-probe/market_alert_caution.xls,high,snapshot=market_alert_caution; 종목명=S-Oil; 유형=매매관여과다종목; 공시일=2026-07-08; market_enrichment=market_data_join:KOSPI
2026-07-09,011000,KOSPI,trading_halt,halted,kind,https://kind.krx.co.kr/investwarn/tradinghaltissue.do?method=searchTradingHaltIssueMain,_report/raw/2026/2026-07-09/kind/status-source-probe/trading_halt.xls,medium,"snapshot=trading_halt; 종목명=진원생명과학; 사유=주식의 병합, 분할 등 전자등록 변경, 말소; market_enrichment=market_data_join:KOSPI"
2026-07-09,011330,KOSPI,market_alert,caution,kind,https://kind.krx.co.kr/investwarn/investattentwarnrisky.do?method=investattentwarnriskyMain,_report/raw/2026/2026-07-09/kind/status-source-probe/market_alert_caution.xls,high,snapshot=market_alert_caution; 종목명=유니켐; 유형=소수지점/계좌; 공시일=2026-07-08; market_enrichment=market_data_join:KOSPI
2026-07-09,011810,KOSPI,trading_halt,halted,kind,https://kind.krx.co.kr/investwarn/tradinghaltissue.do?method=searchTradingHaltIssueMain,_report/raw/2026/2026-07-09/kind/status-source-probe/trading_halt.xls,medium,snapshot=trading_halt; 종목명=STX; 사유=기타공익과투자자보호및시장관리상; market_enrichment=market_data_join:KOSPI
2026-07-09,012510,KOSPI,trading_halt,halted,kind,https://kind.krx.co.kr/investwarn/tradinghaltissue.do?method=searchTradingHaltIssueMain,_report/raw/2026/2026-07-09/kind/status-source-probe/trading_halt.xls,medium,"snapshot=trading_halt; 종목명=더존비즈온; 사유=주식의 병합, 분할 등 전자등록 변경, 말소; market_enrichment=market_data_join:KOSPI"
2026-07-09,014990,KOSPI,market_alert,caution,kind,https://kind.krx.co.kr/investwarn/investattentwarnrisky.do?method=investattentwarnriskyMain,_report/raw/2026/2026-07-09/kind/status-source-probe/market_alert_caution.xls,high,snapshot=market_alert_caution; 종목명=인디에프; 유형=소수지점/계좌; 공시일=2026-07-08 | duplicate_source_row=snapshot=market_alert_caution; 종목명=인디에프; 유형=매매관여과다종목; 공시일=2026-07-08; market_enrichment=market_data_join:KOSPI
2026-07-09,015020,KOSPI,trading_halt,halted,kind,https://kind.krx.co.kr/investwarn/tradinghaltissue.do?method=searchTradingHaltIssueMain,_report/raw/2026/2026-07-09/kind/status-source-probe/trading_halt.xls,medium,"snapshot=trading_halt; 종목명=이스타코; 사유=감사의견거절(발행ELW, 발행ETN 포함); market_enrichment=market_data_join:KOSPI"
2026-07-09,016790,KOSDAQ,trading_halt,halted,kind,https://kind.krx.co.kr/investwarn/tradinghaltissue.do?method=searchTradingHaltIssueMain,_report/raw/2026/2026-07-09/kind/status-source-probe/trading_halt.xls,medium,snapshot=trading_halt; 종목명=현대사료; 사유=투자자 보호; market_enrichment=market_data_join:KOSDAQ
2026-07-09,017040,KOSPI,trading_halt,halted,kind,https://kind.krx.co.kr/investwarn/tradinghaltissue.do?method=searchTradingHaltIssueMain,_report/raw/2026/2026-07-09/kind/status-source-probe/trading_halt.xls,medium,"snapshot=trading_halt; 종목명=광명전기; 사유=감사의견거절(발행ELW, 발행ETN 포함); market_enrichment=market_data_join:KOSPI"
2026-07-09,019490,KOSPI,trading_halt,halted,kind,https://kind.krx.co.kr/investwarn/tradinghaltissue.do?method=searchTradingHaltIssueMain,_report/raw/2026/2026-07-09/kind/status-source-probe/trading_halt.xls,medium,snapshot=trading_halt; 종목명=엑시큐어하이트론; 사유=기타공익과투자자보호및시장관리상; market_enrichment=market_data_join:KOSPI
2026-07-09,019570,KOSDAQ,trading_halt,halted,kind,https://kind.krx.co.kr/investwarn/tradinghaltissue.do?method=searchTradingHaltIssueMain,_report/raw/2026/2026-07-09/kind/status-source-probe/trading_halt.xls,medium,"snapshot=trading_halt; 종목명=플루토스; 사유=주식의 병합, 분할 등 전자등록 변경, 말소; market_enrichment=market_data_join:KOSDAQ"
2026-07-09,020760,KOSPI,trading_halt,halted,kind,https://kind.krx.co.kr/investwarn/tradinghaltissue.do?method=searchTradingHaltIssueMain,_report/raw/2026/2026-07-09/kind/status-source-probe/trading_halt.xls,medium,snapshot=trading_halt; 종목명=일진디스플; 사유=기타공익과투자자보호및시장관리상; market_enrichment=market_data_join:KOSPI
2026-07-09,023440,KOSDAQ,trading_halt,halted,kind,https://kind.krx.co.kr/investwarn/tradinghaltissue.do?method=searchTradingHaltIssueMain,_report/raw/2026/2026-07-09/kind/status-source-probe/trading_halt.xls,medium,snapshot=trading_halt; 종목명=제이스코홀딩스; 사유=상장폐지 사유발생; market_enrichment=market_data_join:KOSDAQ
2026-07-09,025560,KOSPI,trading_halt,halted,kind,https://kind.krx.co.kr/investwarn/tradinghaltissue.do?method=searchTradingHaltIssueMain,_report/raw/2026/2026-07-09/kind/status-source-probe/trading_halt.xls,medium,"snapshot=trading_halt; 종목명=미래산업; 사유=주식의 병합, 분할 등 전자등록 변경, 말소; market_enrichment=market_data_join:KOSPI"
2026-07-09,025870,KOSDAQ,managed_issue,designated,kind,https://kind.krx.co.kr/investwarn/adminissue.do?method=searchAdminIssueList,_report/raw/2026/2026-07-09/kind/status-source-probe/managed_issue.xls,high,snapshot=managed_issue; 종목명=신라에스지; 지정사유=시가총액 미달; market_enrichment=market_data_join:KOSDAQ
2026-07-09,030350,KOSDAQ,trading_halt,halted,kind,https://kind.krx.co.kr/investwarn/tradinghaltissue.do?method=searchTradingHaltIssueMain,_report/raw/2026/2026-07-09/kind/status-source-probe/trading_halt.xls,medium,snapshot=trading_halt; 종목명=드래곤플라이; 사유=상장적격성 실질심사 대상(사유발생); market_enrichment=market_data_join:KOSDAQ
2026-07-09,031860,KOSDAQ,trading_halt,halted,kind,https://kind.krx.co.kr/investwarn/tradinghaltissue.do?method=searchTradingHaltIssueMain,_report/raw/2026/2026-07-09/kind/status-source-probe/trading_halt.xls,medium,snapshot=trading_halt; 종목명=디에이치엑스컴퍼니; 사유=상장폐지 사유발생; market_enrichment=market_data_join:KOSDAQ
2026-07-09,032960,KOSDAQ,trading_halt,halted,kind,https://kind.krx.co.kr/investwarn/tradinghaltissue.do?method=searchTradingHaltIssueMain,_report/raw/2026/2026-07-09/kind/status-source-probe/trading_halt.xls,medium,"snapshot=trading_halt; 종목명=동일기연; 사유=주식의 병합, 분할 등 전자등록 변경, 말소; market_enrichment=market_data_join:KOSDAQ"
2026-07-09,036690,KOSDAQ,trading_halt,halted,kind,https://kind.krx.co.kr/investwarn/tradinghaltissue.do?method=searchTradingHaltIssueMain,_report/raw/2026/2026-07-09/kind/status-source-probe/trading_halt.xls,medium,snapshot=trading_halt; 종목명=코맥스; 사유=상장적격성 실질심사 대상(사유발생); market_enrichment=market_data_join:KOSDAQ
