code,name,market,security_type,listing_date,listing_age_calendar_days,base_status,base_reason,status,reason,avg_trading_value_20d_krw,liquidity_filter_status,liquidity_filter_reason,liquidity_rows_available,liquidity_rows_used,liquidity_latest_date,liquidity_raw_path
000020,동화약품,KOSPI,보통주,1976/03/24,18343,include,eligible_current_snapshot,exclude,liquidity_value_below_threshold,780294214,fail,liquidity_value_below_threshold,71,20,20260615,_report/raw/2026/2026-06-15/quant/universe-ohlcv/000020.daily.raw.json
000040,KR모터스,KOSPI,보통주,1976/05/25,18281,include,eligible_current_snapshot,exclude,liquidity_value_below_threshold,91423666,fail,liquidity_value_below_threshold,71,20,20260615,_report/raw/2026/2026-06-15/quant/universe-ohlcv/000040.daily.raw.json
000050,경방,KOSPI,보통주,1956/03/03,25669,include,eligible_current_snapshot,exclude,liquidity_value_below_threshold,916143963,fail,liquidity_value_below_threshold,71,20,20260615,_report/raw/2026/2026-06-15/quant/universe-ohlcv/000050.daily.raw.json
000070,삼양홀딩스,KOSPI,보통주,1968/12/27,20987,include,eligible_current_snapshot,exclude,liquidity_value_below_threshold,790201820,fail,liquidity_value_below_threshold,71,20,20260615,_report/raw/2026/2026-06-15/quant/universe-ohlcv/000070.daily.raw.json
000087,하이트진로2우B,KOSPI,신형우선주,2011/09/26,5374,exclude,instrument_type_excluded,exclude,instrument_type_excluded,,not_evaluated_preexisting_exclude,pre_liquidity_exclude,0,0,,
000105,유한양행우,KOSPI,구형우선주,1995/02/21,11435,exclude,instrument_type_excluded,exclude,instrument_type_excluded,,not_evaluated_preexisting_exclude,pre_liquidity_exclude,0,0,,
000140,하이트진로홀딩스,KOSPI,보통주,1973/09/19,19260,include,eligible_current_snapshot,exclude,liquidity_value_below_threshold,228453086,fail,liquidity_value_below_threshold,71,20,20260615,_report/raw/2026/2026-06-15/quant/universe-ohlcv/000140.daily.raw.json
000145,하이트진로홀딩스우,KOSPI,구형우선주,1987/09/29,14137,exclude,instrument_type_excluded,exclude,instrument_type_excluded,,not_evaluated_preexisting_exclude,pre_liquidity_exclude,0,0,,
000155,두산우,KOSPI,구형우선주,1986/07/31,14562,exclude,instrument_type_excluded,exclude,instrument_type_excluded,,not_evaluated_preexisting_exclude,pre_liquidity_exclude,0,0,,
000157,두산2우B,KOSPI,신형우선주,1999/12/03,9689,exclude,instrument_type_excluded,exclude,instrument_type_excluded,,not_evaluated_preexisting_exclude,pre_liquidity_exclude,0,0,,
000180,성창기업지주,KOSPI,보통주,1976/06/02,18273,include,eligible_current_snapshot,exclude,liquidity_value_below_threshold,95916534,fail,liquidity_value_below_threshold,71,20,20260615,_report/raw/2026/2026-06-15/quant/universe-ohlcv/000180.daily.raw.json
0001A0,덕양에너젠,KOSDAQ,보통주,2026/01/30,134,exclude,listing_age_calendar_insufficient,exclude,listing_age_calendar_insufficient,,not_evaluated_preexisting_exclude,pre_liquidity_exclude,0,0,,
000215,DL우,KOSPI,구형우선주,1989/08/21,13445,exclude,instrument_type_excluded,exclude,instrument_type_excluded,,not_evaluated_preexisting_exclude,pre_liquidity_exclude,0,0,,
000225,유유제약1우,KOSPI,구형우선주,1990/01/05,13308,exclude,instrument_type_excluded,exclude,instrument_type_excluded,,not_evaluated_preexisting_exclude,pre_liquidity_exclude,0,0,,
000227,유유제약2우B,KOSPI,신형우선주,2000/06/20,9489,exclude,instrument_type_excluded,exclude,instrument_type_excluded,,not_evaluated_preexisting_exclude,pre_liquidity_exclude,0,0,,
000230,일동홀딩스,KOSPI,보통주,1975/06/28,18613,include,eligible_current_snapshot,exclude,liquidity_value_below_threshold,191386718,fail,liquidity_value_below_threshold,71,20,20260615,_report/raw/2026/2026-06-15/quant/universe-ohlcv/000230.daily.raw.json
000300,DH오토넥스,KOSPI,보통주,1975/06/09,18632,include,eligible_current_snapshot,exclude,liquidity_value_below_threshold,0,fail,liquidity_value_below_threshold,71,20,20260615,_report/raw/2026/2026-06-15/quant/universe-ohlcv/000300.daily.raw.json
000320,노루홀딩스,KOSPI,보통주,1973/08/10,19300,include,eligible_current_snapshot,exclude,liquidity_value_below_threshold,227570928,fail,liquidity_value_below_threshold,71,20,20260615,_report/raw/2026/2026-06-15/quant/universe-ohlcv/000320.daily.raw.json
000325,노루홀딩스우,KOSPI,구형우선주,1989/01/21,13657,exclude,instrument_type_excluded,exclude,instrument_type_excluded,,not_evaluated_preexisting_exclude,pre_liquidity_exclude,0,0,,
000480,CR홀딩스,KOSPI,보통주,1978/06/30,17515,include,eligible_current_snapshot,exclude,liquidity_value_below_threshold,190881915,fail,liquidity_value_below_threshold,71,20,20260615,_report/raw/2026/2026-06-15/quant/universe-ohlcv/000480.daily.raw.json
0004V0,엔비알모션,KOSDAQ,보통주,2026/01/14,150,exclude,listing_age_calendar_insufficient,exclude,listing_age_calendar_insufficient,,not_evaluated_preexisting_exclude,pre_liquidity_exclude,0,0,,
0004Y0,디비금융제14호스팩,KOSDAQ,보통주,2025/07/22,326,exclude,listing_age_calendar_insufficient;instrument_name_excluded,exclude,listing_age_calendar_insufficient;instrument_name_excluded,,not_evaluated_preexisting_exclude,pre_liquidity_exclude,0,0,,
000540,흥국화재,KOSPI,보통주,1974/12/05,18818,include,eligible_current_snapshot,exclude,liquidity_value_below_threshold,632356360,fail,liquidity_value_below_threshold,71,20,20260615,_report/raw/2026/2026-06-15/quant/universe-ohlcv/000540.daily.raw.json
000545,흥국화재우,KOSPI,구형우선주,1990/03/20,13234,exclude,instrument_type_excluded,exclude,instrument_type_excluded,,not_evaluated_preexisting_exclude,pre_liquidity_exclude,0,0,,
000590,CS홀딩스,KOSPI,보통주,1975/12/22,18436,include,eligible_current_snapshot,exclude,liquidity_value_below_threshold,85107110,fail,liquidity_value_below_threshold,71,20,20260615,_report/raw/2026/2026-06-15/quant/universe-ohlcv/000590.daily.raw.json
000650,천일고속,KOSPI,보통주,1977/06/23,17887,include,eligible_current_snapshot,exclude,liquidity_raw_missing,,data_missing,liquidity_raw_missing,0,0,,
000670,영풍,KOSPI,보통주,1976/06/12,18263,include,eligible_current_snapshot,exclude,liquidity_raw_missing,,data_missing,liquidity_raw_missing,0,0,,
000680,LS네트웍스,KOSPI,보통주,1973/11/15,19203,include,eligible_current_snapshot,exclude,liquidity_raw_missing,,data_missing,liquidity_raw_missing,0,0,,
000700,유수홀딩스,KOSPI,보통주,1956/03/03,25669,include,eligible_current_snapshot,exclude,liquidity_raw_missing,,data_missing,liquidity_raw_missing,0,0,,
000720,현대건설,KOSPI,보통주,1984/12/22,15148,include,eligible_current_snapshot,exclude,liquidity_raw_missing,,data_missing,liquidity_raw_missing,0,0,,
000725,현대건설우,KOSPI,구형우선주,1989/09/21,13414,exclude,instrument_type_excluded,exclude,instrument_type_excluded,,not_evaluated_preexisting_exclude,pre_liquidity_exclude,0,0,,
000760,이화산업,KOSPI,보통주,1994/04/29,11733,include,eligible_current_snapshot,exclude,liquidity_raw_missing,,data_missing,liquidity_raw_missing,0,0,,
0007C0,아크릴,KOSDAQ,보통주,2025/12/16,179,exclude,listing_age_calendar_insufficient,exclude,listing_age_calendar_insufficient,,not_evaluated_preexisting_exclude,pre_liquidity_exclude,0,0,,
0007J0,인벤테라,KOSDAQ,보통주,2026/04/02,72,exclude,listing_age_calendar_insufficient,exclude,listing_age_calendar_insufficient,,not_evaluated_preexisting_exclude,pre_liquidity_exclude,0,0,,
000810,삼성화재,KOSPI,보통주,1975/06/30,18611,include,eligible_current_snapshot,exclude,liquidity_raw_missing,,data_missing,liquidity_raw_missing,0,0,,
000815,삼성화재우,KOSPI,구형우선주,1990/04/10,13213,exclude,instrument_type_excluded,exclude,instrument_type_excluded,,not_evaluated_preexisting_exclude,pre_liquidity_exclude,0,0,,
000850,화천기공,KOSPI,보통주,1999/11/18,9704,include,eligible_current_snapshot,exclude,liquidity_raw_missing,,data_missing,liquidity_raw_missing,0,0,,
000860,강남제비스코,KOSPI,보통주,1975/11/12,18476,include,eligible_current_snapshot,exclude,liquidity_raw_missing,,data_missing,liquidity_raw_missing,0,0,,
000880,한화,KOSPI,보통주,1976/06/24,18251,include,eligible_current_snapshot,exclude,liquidity_raw_missing,,data_missing,liquidity_raw_missing,0,0,,
00088K,한화3우B,KOSPI,신형우선주,2016/10/19,3524,exclude,instrument_type_excluded,exclude,instrument_type_excluded,,not_evaluated_preexisting_exclude,pre_liquidity_exclude,0,0,,
000890,보해양조,KOSPI,보통주,1988/09/23,13777,include,eligible_current_snapshot,exclude,liquidity_raw_missing,,data_missing,liquidity_raw_missing,0,0,,
0008Z0,에스엔시스,KOSDAQ,보통주,2025/08/19,298,exclude,listing_age_calendar_insufficient,exclude,listing_age_calendar_insufficient,,not_evaluated_preexisting_exclude,pre_liquidity_exclude,0,0,,
000910,유니온,KOSPI,보통주,1996/07/03,10937,include,eligible_current_snapshot,exclude,liquidity_raw_missing,,data_missing,liquidity_raw_missing,0,0,,
000950,전방,KOSPI,보통주,1968/10/21,21054,include,eligible_current_snapshot,exclude,liquidity_raw_missing,,data_missing,liquidity_raw_missing,0,0,,
000970,한국주철관,KOSPI,보통주,1969/12/12,20637,include,eligible_current_snapshot,exclude,liquidity_raw_missing,,data_missing,liquidity_raw_missing,0,0,,
000990,DB하이텍,KOSPI,보통주,1975/12/12,18446,include,eligible_current_snapshot,exclude,liquidity_raw_missing,,data_missing,liquidity_raw_missing,0,0,,
0009K0,에임드바이오,KOSDAQ,보통주,2025/12/04,191,exclude,listing_age_calendar_insufficient,exclude,listing_age_calendar_insufficient,,not_evaluated_preexisting_exclude,pre_liquidity_exclude,0,0,,
001000,신라섬유,KOSDAQ,보통주,1994/06/28,11673,include,eligible_current_snapshot,exclude,liquidity_raw_missing,,data_missing,liquidity_raw_missing,0,0,,
001020,페이퍼코리아,KOSPI,보통주,1976/06/26,18249,include,eligible_current_snapshot,exclude,liquidity_raw_missing,,data_missing,liquidity_raw_missing,0,0,,
001040,CJ,KOSPI,보통주,1973/06/29,19342,include,eligible_current_snapshot,exclude,liquidity_raw_missing,,data_missing,liquidity_raw_missing,0,0,,
001045,CJ우,KOSPI,구형우선주,1989/08/18,13448,exclude,instrument_type_excluded,exclude,instrument_type_excluded,,not_evaluated_preexisting_exclude,pre_liquidity_exclude,0,0,,
00104K,CJ4우(전환),KOSPI,신형우선주,2019/08/09,2500,exclude,instrument_type_excluded,exclude,instrument_type_excluded,,not_evaluated_preexisting_exclude,pre_liquidity_exclude,0,0,,
001060,JW중외제약,KOSPI,보통주,1976/06/14,18261,include,eligible_current_snapshot,exclude,liquidity_raw_missing,,data_missing,liquidity_raw_missing,0,0,,
001065,JW중외제약우,KOSPI,구형우선주,1994/10/21,11558,exclude,instrument_type_excluded,exclude,instrument_type_excluded,,not_evaluated_preexisting_exclude,pre_liquidity_exclude,0,0,,
001067,JW중외제약2우B,KOSPI,신형우선주,1998/04/13,10288,exclude,instrument_type_excluded,exclude,instrument_type_excluded,,not_evaluated_preexisting_exclude,pre_liquidity_exclude,0,0,,
001070,대한방직,KOSPI,보통주,1973/12/28,19160,include,eligible_current_snapshot,exclude,liquidity_raw_missing,,data_missing,liquidity_raw_missing,0,0,,
001080,만호제강,KOSPI,보통주,1977/06/18,17892,include,eligible_current_snapshot,exclude,liquidity_raw_missing,,data_missing,liquidity_raw_missing,0,0,,
0010F0,보원케미칼,KOSDAQ,보통주,2026/04/03,71,exclude,listing_age_calendar_insufficient,exclude,listing_age_calendar_insufficient,,not_evaluated_preexisting_exclude,pre_liquidity_exclude,0,0,,
0010V0,제이피아이헬스케어,KOSDAQ,보통주,2025/08/21,296,exclude,listing_age_calendar_insufficient,exclude,listing_age_calendar_insufficient,,not_evaluated_preexisting_exclude,pre_liquidity_exclude,0,0,,
001120,LX인터내셔널,KOSPI,보통주,1976/01/30,18397,include,eligible_current_snapshot,exclude,liquidity_raw_missing,,data_missing,liquidity_raw_missing,0,0,,
001130,대한제분,KOSPI,보통주,1970/11/25,20289,include,eligible_current_snapshot,exclude,liquidity_raw_missing,,data_missing,liquidity_raw_missing,0,0,,
0011A0,액스비스,KOSDAQ,보통주,2026/03/09,96,exclude,listing_age_calendar_insufficient,exclude,listing_age_calendar_insufficient,,not_evaluated_preexisting_exclude,pre_liquidity_exclude,0,0,,
0011T0,채비,KOSDAQ,보통주,2026/04/29,45,exclude,listing_age_calendar_insufficient,exclude,listing_age_calendar_insufficient,,not_evaluated_preexisting_exclude,pre_liquidity_exclude,0,0,,
001200,유진투자증권,KOSPI,보통주,1987/08/24,14173,include,eligible_current_snapshot,exclude,liquidity_raw_missing,,data_missing,liquidity_raw_missing,0,0,,
001210,금호전기,KOSPI,보통주,1973/11/15,19203,include,eligible_current_snapshot,exclude,liquidity_raw_missing,,data_missing,liquidity_raw_missing,0,0,,
001230,동국홀딩스,KOSPI,보통주,1988/05/09,13914,include,eligible_current_snapshot,exclude,liquidity_raw_missing,,data_missing,liquidity_raw_missing,0,0,,
001250,GS글로벌,KOSPI,보통주,1976/06/26,18249,include,eligible_current_snapshot,exclude,liquidity_raw_missing,,data_missing,liquidity_raw_missing,0,0,,
001260,남광토건,KOSPI,보통주,1976/12/28,18064,include,eligible_current_snapshot,exclude,liquidity_raw_missing,,data_missing,liquidity_raw_missing,0,0,,
001270,부국증권,KOSPI,보통주,1988/07/19,13843,include,eligible_current_snapshot,exclude,liquidity_raw_missing,,data_missing,liquidity_raw_missing,0,0,,
001275,부국증권우,KOSPI,구형우선주,1989/11/10,13364,exclude,instrument_type_excluded,exclude,instrument_type_excluded,,not_evaluated_preexisting_exclude,pre_liquidity_exclude,0,0,,
001290,상상인증권,KOSPI,보통주,1988/09/23,13777,include,eligible_current_snapshot,exclude,liquidity_raw_missing,,data_missing,liquidity_raw_missing,0,0,,
001340,PKC,KOSPI,보통주,1976/06/10,18265,include,eligible_current_snapshot,exclude,liquidity_raw_missing,,data_missing,liquidity_raw_missing,0,0,,
001360,삼성제약,KOSPI,보통주,1975/07/04,18607,include,eligible_current_snapshot,exclude,liquidity_raw_missing,,data_missing,liquidity_raw_missing,0,0,,
001380,SG글로벌,KOSPI,보통주,1976/06/29,18246,include,eligible_current_snapshot,exclude,liquidity_raw_missing,,data_missing,liquidity_raw_missing,0,0,,
001390,KG케미칼,KOSPI,보통주,1989/08/25,13441,include,eligible_current_snapshot,exclude,liquidity_raw_missing,,data_missing,liquidity_raw_missing,0,0,,
0013V0,삼진식품,KOSDAQ,보통주,2025/12/22,173,exclude,listing_age_calendar_insufficient,exclude,listing_age_calendar_insufficient,,not_evaluated_preexisting_exclude,pre_liquidity_exclude,0,0,,
001420,태원물산,KOSPI,보통주,1975/06/24,18617,include,eligible_current_snapshot,exclude,liquidity_raw_missing,,data_missing,liquidity_raw_missing,0,0,,
001430,세아베스틸지주,KOSPI,보통주,1991/03/12,12877,include,eligible_current_snapshot,exclude,liquidity_raw_missing,,data_missing,liquidity_raw_missing,0,0,,
001440,대한전선,KOSPI,보통주,1968/12/27,20987,include,eligible_current_snapshot,exclude,liquidity_raw_missing,,data_missing,liquidity_raw_missing,0,0,,
001450,현대해상,KOSPI,보통주,1989/08/25,13441,include,eligible_current_snapshot,exclude,liquidity_raw_missing,,data_missing,liquidity_raw_missing,0,0,,
001460,BYC,KOSPI,보통주,1975/06/02,18639,include,eligible_current_snapshot,exclude,liquidity_raw_missing,,data_missing,liquidity_raw_missing,0,0,,
001465,BYC우,KOSPI,구형우선주,1989/09/05,13430,exclude,instrument_type_excluded,exclude,instrument_type_excluded,,not_evaluated_preexisting_exclude,pre_liquidity_exclude,0,0,,
001470,삼부토건,KOSPI,보통주,1976/06/26,18249,exclude,managed_issue_current,exclude,managed_issue_current,,not_evaluated_preexisting_exclude,pre_liquidity_exclude,0,0,,
001500,현대차증권,KOSPI,보통주,1990/06/09,13153,include,eligible_current_snapshot,exclude,liquidity_raw_missing,,data_missing,liquidity_raw_missing,0,0,,
001510,SK증권,KOSPI,보통주,1986/09/20,14511,include,eligible_current_snapshot,exclude,liquidity_raw_missing,,data_missing,liquidity_raw_missing,0,0,,
001515,SK증권우,KOSPI,구형우선주,1989/08/29,13437,exclude,instrument_type_excluded,exclude,instrument_type_excluded,,not_evaluated_preexisting_exclude,pre_liquidity_exclude,0,0,,
001520,동양,KOSPI,보통주,1976/06/25,18250,include,eligible_current_snapshot,exclude,liquidity_raw_missing,,data_missing,liquidity_raw_missing,0,0,,
001525,동양우,KOSPI,구형우선주,1989/09/30,13405,exclude,instrument_type_excluded,exclude,instrument_type_excluded,,not_evaluated_preexisting_exclude,pre_liquidity_exclude,0,0,,
001527,동양2우B,KOSPI,신형우선주,1999/01/28,9998,exclude,instrument_type_excluded,exclude,instrument_type_excluded,,not_evaluated_preexisting_exclude,pre_liquidity_exclude,0,0,,
001530,DI동일,KOSPI,보통주,1964/01/04,22806,include,eligible_current_snapshot,exclude,liquidity_raw_missing,,data_missing,liquidity_raw_missing,0,0,,
001540,안국약품,KOSDAQ,보통주,2000/06/15,9494,include,eligible_current_snapshot,exclude,liquidity_raw_missing,,data_missing,liquidity_raw_missing,0,0,,
001550,조비,KOSPI,보통주,1976/12/28,18064,include,eligible_current_snapshot,exclude,liquidity_raw_missing,,data_missing,liquidity_raw_missing,0,0,,
001560,제일연마,KOSPI,보통주,2005/12/09,7491,include,eligible_current_snapshot,exclude,liquidity_raw_missing,,data_missing,liquidity_raw_missing,0,0,,
001570,금양,KOSPI,보통주,1976/12/17,18075,exclude,managed_issue_current,exclude,managed_issue_current,,not_evaluated_preexisting_exclude,pre_liquidity_exclude,0,0,,
0015G0,그린광학,KOSDAQ,보통주,2025/11/17,208,exclude,listing_age_calendar_insufficient,exclude,listing_age_calendar_insufficient,,not_evaluated_preexisting_exclude,pre_liquidity_exclude,0,0,,
0015N0,아로마티카,KOSDAQ,보통주,2025/11/27,198,exclude,listing_age_calendar_insufficient,exclude,listing_age_calendar_insufficient,,not_evaluated_preexisting_exclude,pre_liquidity_exclude,0,0,,
0015S0,페스카로,KOSDAQ,보통주,2025/12/10,185,exclude,listing_age_calendar_insufficient,exclude,listing_age_calendar_insufficient,,not_evaluated_preexisting_exclude,pre_liquidity_exclude,0,0,,
001620,케이비아이동국실업,KOSPI,보통주,1990/09/15,13055,include,eligible_current_snapshot,exclude,liquidity_raw_missing,,data_missing,liquidity_raw_missing,0,0,,
001630,종근당홀딩스,KOSPI,보통주,1976/06/30,18245,include,eligible_current_snapshot,exclude,liquidity_raw_missing,,data_missing,liquidity_raw_missing,0,0,,
001680,대상,KOSPI,보통주,1970/04/01,20527,include,eligible_current_snapshot,exclude,liquidity_raw_missing,,data_missing,liquidity_raw_missing,0,0,,
001685,대상우,KOSPI,구형우선주,1989/11/21,13353,exclude,instrument_type_excluded,exclude,instrument_type_excluded,,not_evaluated_preexisting_exclude,pre_liquidity_exclude,0,0,,
001720,신영증권,KOSPI,보통주,1987/08/24,14173,include,eligible_current_snapshot,exclude,liquidity_raw_missing,,data_missing,liquidity_raw_missing,0,0,,
001740,SK네트웍스,KOSPI,보통주,1977/06/30,17880,include,eligible_current_snapshot,exclude,liquidity_raw_missing,,data_missing,liquidity_raw_missing,0,0,,
001750,한양증권,KOSPI,보통주,1988/03/04,13980,include,eligible_current_snapshot,exclude,liquidity_raw_missing,,data_missing,liquidity_raw_missing,0,0,,
001755,한양증권우,KOSPI,구형우선주,1989/10/24,13381,exclude,instrument_type_excluded,exclude,instrument_type_excluded,,not_evaluated_preexisting_exclude,pre_liquidity_exclude,0,0,,
001770,SHD,KOSPI,보통주,1988/11/23,13716,include,eligible_current_snapshot,exclude,liquidity_raw_missing,,data_missing,liquidity_raw_missing,0,0,,
001780,알루코,KOSPI,보통주,2007/06/07,6946,include,eligible_current_snapshot,exclude,liquidity_raw_missing,,data_missing,liquidity_raw_missing,0,0,,
001790,대한제당,KOSPI,보통주,1968/12/27,20987,include,eligible_current_snapshot,exclude,liquidity_raw_missing,,data_missing,liquidity_raw_missing,0,0,,
001795,대한제당우,KOSPI,구형우선주,1995/01/21,11466,exclude,instrument_type_excluded,exclude,instrument_type_excluded,,not_evaluated_preexisting_exclude,pre_liquidity_exclude,0,0,,
0017J0,세미티에스,KOSDAQ,보통주,2026/06/10,3,exclude,listing_age_calendar_insufficient,exclude,listing_age_calendar_insufficient,,not_evaluated_preexisting_exclude,pre_liquidity_exclude,0,0,,
001800,오리온홀딩스,KOSPI,보통주,1975/06/27,18614,include,eligible_current_snapshot,exclude,liquidity_raw_missing,,data_missing,liquidity_raw_missing,0,0,,
001810,무림SP,KOSDAQ,보통주,2000/01/04,9657,include,eligible_current_snapshot,exclude,liquidity_raw_missing,,data_missing,liquidity_raw_missing,0,0,,
001820,삼화콘덴서,KOSPI,보통주,1976/06/26,18249,include,eligible_current_snapshot,exclude,liquidity_raw_missing,,data_missing,liquidity_raw_missing,0,0,,
001840,이화공영,KOSDAQ,보통주,1994/11/23,11525,exclude,managed_issue_current,exclude,managed_issue_current,,not_evaluated_preexisting_exclude,pre_liquidity_exclude,0,0,,
001940,KISCO홀딩스,KOSPI,보통주,1989/11/13,13361,include,eligible_current_snapshot,exclude,liquidity_raw_missing,,data_missing,liquidity_raw_missing,0,0,,
002020,코오롱,KOSPI,보통주,1975/06/23,18618,include,eligible_current_snapshot,exclude,liquidity_raw_missing,,data_missing,liquidity_raw_missing,0,0,,
002025,코오롱우,KOSPI,구형우선주,1989/08/22,13444,exclude,instrument_type_excluded,exclude,instrument_type_excluded,,not_evaluated_preexisting_exclude,pre_liquidity_exclude,0,0,,
002030,아세아,KOSPI,보통주,1974/06/03,19003,include,eligible_current_snapshot,exclude,liquidity_raw_missing,,data_missing,liquidity_raw_missing,0,0,,
002070,비비안,KOSPI,보통주,1976/07/13,18232,include,eligible_current_snapshot,exclude,liquidity_raw_missing,,data_missing,liquidity_raw_missing,0,0,,
002100,경농,KOSPI,보통주,1977/06/30,17880,include,eligible_current_snapshot,exclude,liquidity_raw_missing,,data_missing,liquidity_raw_missing,0,0,,
002140,고려산업,KOSPI,보통주,1991/01/14,12934,include,eligible_current_snapshot,exclude,liquidity_raw_missing,,data_missing,liquidity_raw_missing,0,0,,
002150,도화엔지니어링,KOSPI,보통주,2010/08/12,5784,include,eligible_current_snapshot,exclude,liquidity_raw_missing,,data_missing,liquidity_raw_missing,0,0,,
002170,SYTS,KOSPI,보통주,1989/11/10,13364,include,eligible_current_snapshot,exclude,liquidity_raw_missing,,data_missing,liquidity_raw_missing,0,0,,
002200,한국수출포장,KOSPI,보통주,1974/06/28,18978,include,eligible_current_snapshot,exclude,liquidity_raw_missing,,data_missing,liquidity_raw_missing,0,0,,
002210,동성제약,KOSPI,보통주,1990/01/19,13294,include,eligible_current_snapshot,exclude,liquidity_raw_missing,,data_missing,liquidity_raw_missing,0,0,,
002220,한일철강,KOSPI,보통주,1988/10/07,13763,include,eligible_current_snapshot,exclude,liquidity_raw_missing,,data_missing,liquidity_raw_missing,0,0,,
002230,피에스텍,KOSDAQ,보통주,1991/01/04,12944,include,eligible_current_snapshot,exclude,liquidity_raw_missing,,data_missing,liquidity_raw_missing,0,0,,
002240,고려제강,KOSPI,보통주,1976/05/25,18281,include,eligible_current_snapshot,exclude,liquidity_raw_missing,,data_missing,liquidity_raw_missing,0,0,,
002290,삼일기업공사,KOSDAQ,보통주,1992/11/30,12248,include,eligible_current_snapshot,exclude,liquidity_raw_missing,,data_missing,liquidity_raw_missing,0,0,,
002310,아세아제지,KOSPI,보통주,1988/12/15,13694,include,eligible_current_snapshot,exclude,liquidity_raw_missing,,data_missing,liquidity_raw_missing,0,0,,
002320,한진,KOSPI,보통주,1974/08/12,18933,include,eligible_current_snapshot,exclude,liquidity_raw_missing,,data_missing,liquidity_raw_missing,0,0,,
002350,넥센타이어,KOSPI,보통주,1976/05/19,18287,include,eligible_current_snapshot,exclude,liquidity_raw_missing,,data_missing,liquidity_raw_missing,0,0,,
002355,넥센타이어1우B,KOSPI,신형우선주,1999/06/08,9867,exclude,instrument_type_excluded,exclude,instrument_type_excluded,,not_evaluated_preexisting_exclude,pre_liquidity_exclude,0,0,,
002360,SH에너지화학,KOSPI,보통주,1985/12/23,14782,include,eligible_current_snapshot,exclude,liquidity_raw_missing,,data_missing,liquidity_raw_missing,0,0,,
002380,KCC,KOSPI,보통주,1973/06/25,19346,include,eligible_current_snapshot,exclude,liquidity_raw_missing,,data_missing,liquidity_raw_missing,0,0,,
002390,한독,KOSPI,보통주,1976/06/30,18245,include,eligible_current_snapshot,exclude,liquidity_raw_missing,,data_missing,liquidity_raw_missing,0,0,,
002410,범양건영,KOSPI,보통주,1988/05/25,13898,exclude,managed_issue_current,exclude,managed_issue_current,,not_evaluated_preexisting_exclude,pre_liquidity_exclude,0,0,,
002420,세기상사,KOSPI,보통주,1968/12/27,20987,include,eligible_current_snapshot,exclude,liquidity_raw_missing,,data_missing,liquidity_raw_missing,0,0,,
002450,삼익악기,KOSPI,보통주,1988/09/30,13770,include,eligible_current_snapshot,exclude,liquidity_raw_missing,,data_missing,liquidity_raw_missing,0,0,,
002460,HS화성,KOSPI,보통주,1988/09/29,13771,include,eligible_current_snapshot,exclude,liquidity_raw_missing,,data_missing,liquidity_raw_missing,0,0,,
002600,조흥,KOSPI,보통주,1976/12/23,18069,include,eligible_current_snapshot,exclude,liquidity_raw_missing,,data_missing,liquidity_raw_missing,0,0,,
002620,제일파마홀딩스,KOSPI,보통주,1988/01/20,14024,include,eligible_current_snapshot,exclude,liquidity_raw_missing,,data_missing,liquidity_raw_missing,0,0,,
002630,오리엔트바이오,KOSPI,보통주,1976/12/28,18064,include,eligible_current_snapshot,exclude,liquidity_raw_missing,,data_missing,liquidity_raw_missing,0,0,,
002680,한탑,KOSDAQ,보통주,1995/07/07,11299,include,eligible_current_snapshot,exclude,liquidity_raw_missing,,data_missing,liquidity_raw_missing,0,0,,
002690,동일제강,KOSPI,보통주,2015/09/24,3915,include,eligible_current_snapshot,exclude,liquidity_raw_missing,,data_missing,liquidity_raw_missing,0,0,,
002700,신일전자,KOSPI,보통주,1975/09/30,18519,include,eligible_current_snapshot,exclude,liquidity_raw_missing,,data_missing,liquidity_raw_missing,0,0,,
002710,TCC스틸,KOSPI,보통주,1984/12/21,15149,include,eligible_current_snapshot,exclude,liquidity_raw_missing,,data_missing,liquidity_raw_missing,0,0,,
002720,국제약품,KOSPI,보통주,1975/12/27,18431,include,eligible_current_snapshot,exclude,liquidity_raw_missing,,data_missing,liquidity_raw_missing,0,0,,
002760,보락,KOSPI,보통주,1989/11/30,13344,include,eligible_current_snapshot,exclude,liquidity_raw_missing,,data_missing,liquidity_raw_missing,0,0,,
002780,진흥기업,KOSPI,보통주,1977/06/25,17885,include,eligible_current_snapshot,exclude,liquidity_raw_missing,,data_missing,liquidity_raw_missing,0,0,,
002785,진흥기업우B,KOSPI,신형우선주,2003/06/16,8398,exclude,instrument_type_excluded,exclude,instrument_type_excluded,,not_evaluated_preexisting_exclude,pre_liquidity_exclude,0,0,,
002787,진흥기업2우B,KOSPI,신형우선주,2006/12/05,7130,exclude,instrument_type_excluded,exclude,instrument_type_excluded,,not_evaluated_preexisting_exclude,pre_liquidity_exclude,0,0,,
002790,아모레퍼시픽홀딩스,KOSPI,보통주,1973/04/30,19402,include,eligible_current_snapshot,exclude,liquidity_raw_missing,,data_missing,liquidity_raw_missing,0,0,,
002795,아모레퍼시픽홀딩스우,KOSPI,구형우선주,1989/06/30,13497,exclude,instrument_type_excluded,exclude,instrument_type_excluded,,not_evaluated_preexisting_exclude,pre_liquidity_exclude,0,0,,
00279K,아모레퍼시픽홀딩스3우C,KOSPI,신형우선주,2019/12/26,2361,exclude,instrument_type_excluded,exclude,instrument_type_excluded,,not_evaluated_preexisting_exclude,pre_liquidity_exclude,0,0,,
