date,code,stock_name,market,target_side,target_weight,rank_in_portfolio,source_signal_state,source_rank_in_date_state,source_roc_pct,source_strategy,source_signal_mode,portfolio_mode,target_mode,order_intent_generated
2025-04-04,039240,경남스틸,KOSDAQ,LONG,0.050000,20,BUY candidate,20,34.3380,001-strategy-universe-momentum,paper_signal_candidate_only,long_only,paper_portfolio_target_smoke_only,false
2025-04-07,010770,평화홀딩스,KOSPI,LONG,0.050000,1,BUY candidate,1,147.0363,001-strategy-universe-momentum,paper_signal_candidate_only,long_only,paper_portfolio_target_smoke_only,false
2025-04-07,088340,유라클,KOSDAQ,LONG,0.050000,2,BUY candidate,2,128.6340,001-strategy-universe-momentum,paper_signal_candidate_only,long_only,paper_portfolio_target_smoke_only,false
2025-04-07,376980,원티드랩,KOSDAQ,LONG,0.050000,3,BUY candidate,3,113.7014,001-strategy-universe-momentum,paper_signal_candidate_only,long_only,paper_portfolio_target_smoke_only,false
2025-04-07,435570,에르코스,KOSDAQ,LONG,0.050000,4,BUY candidate,4,112.7955,001-strategy-universe-momentum,paper_signal_candidate_only,long_only,paper_portfolio_target_smoke_only,false
2025-04-07,048430,유라테크,KOSDAQ,LONG,0.050000,5,BUY candidate,5,111.1794,001-strategy-universe-momentum,paper_signal_candidate_only,long_only,paper_portfolio_target_smoke_only,false
2025-04-07,258790,소프트캠프,KOSDAQ,LONG,0.050000,6,BUY candidate,6,98.9224,001-strategy-universe-momentum,paper_signal_candidate_only,long_only,paper_portfolio_target_smoke_only,false
2025-04-07,407400,꿈비,KOSDAQ,LONG,0.050000,7,BUY candidate,7,92.4394,001-strategy-universe-momentum,paper_signal_candidate_only,long_only,paper_portfolio_target_smoke_only,false
2025-04-07,008600,윌비스,KOSPI,LONG,0.050000,8,BUY candidate,8,91.7160,001-strategy-universe-momentum,paper_signal_candidate_only,long_only,paper_portfolio_target_smoke_only,false
2025-04-07,308100,형지글로벌,KOSDAQ,LONG,0.050000,9,BUY candidate,9,89.2508,001-strategy-universe-momentum,paper_signal_candidate_only,long_only,paper_portfolio_target_smoke_only,false
2025-04-07,039240,경남스틸,KOSDAQ,LONG,0.050000,10,BUY candidate,10,85.5835,001-strategy-universe-momentum,paper_signal_candidate_only,long_only,paper_portfolio_target_smoke_only,false
2025-04-07,052400,코나아이,KOSDAQ,LONG,0.050000,11,BUY candidate,11,79.4000,001-strategy-universe-momentum,paper_signal_candidate_only,long_only,paper_portfolio_target_smoke_only,false
2025-04-07,011090,에넥스,KOSPI,LONG,0.050000,12,BUY candidate,12,78.0156,001-strategy-universe-momentum,paper_signal_candidate_only,long_only,paper_portfolio_target_smoke_only,false
2025-04-07,004100,태양금속,KOSPI,LONG,0.050000,13,BUY candidate,13,77.7328,001-strategy-universe-momentum,paper_signal_candidate_only,long_only,paper_portfolio_target_smoke_only,false
2025-04-07,053580,웹케시,KOSDAQ,LONG,0.050000,14,BUY candidate,14,77.7218,001-strategy-universe-momentum,paper_signal_candidate_only,long_only,paper_portfolio_target_smoke_only,false
2025-04-07,440320,오픈놀,KOSDAQ,LONG,0.050000,15,BUY candidate,15,77.4627,001-strategy-universe-momentum,paper_signal_candidate_only,long_only,paper_portfolio_target_smoke_only,false
2025-04-07,032280,삼일,KOSDAQ,LONG,0.050000,16,BUY candidate,16,75.6680,001-strategy-universe-momentum,paper_signal_candidate_only,long_only,paper_portfolio_target_smoke_only,false
2025-04-07,004770,써니전자,KOSPI,LONG,0.050000,17,BUY candidate,17,75.1641,001-strategy-universe-momentum,paper_signal_candidate_only,long_only,paper_portfolio_target_smoke_only,false
2025-04-07,090080,평화산업,KOSPI,LONG,0.050000,18,BUY candidate,18,70.9402,001-strategy-universe-momentum,paper_signal_candidate_only,long_only,paper_portfolio_target_smoke_only,false
2025-04-07,013990,아가방컴퍼니,KOSDAQ,LONG,0.050000,19,BUY candidate,19,70.4180,001-strategy-universe-momentum,paper_signal_candidate_only,long_only,paper_portfolio_target_smoke_only,false
2025-04-07,025550,한국선재,KOSDAQ,LONG,0.050000,20,BUY candidate,20,68.3706,001-strategy-universe-momentum,paper_signal_candidate_only,long_only,paper_portfolio_target_smoke_only,false
2025-04-08,435570,에르코스,KOSDAQ,LONG,0.050000,1,BUY candidate,1,161.7105,001-strategy-universe-momentum,paper_signal_candidate_only,long_only,paper_portfolio_target_smoke_only,false
2025-04-08,088340,유라클,KOSDAQ,LONG,0.050000,2,BUY candidate,2,114.8732,001-strategy-universe-momentum,paper_signal_candidate_only,long_only,paper_portfolio_target_smoke_only,false
2025-04-08,010770,평화홀딩스,KOSPI,LONG,0.050000,3,BUY candidate,3,114.5455,001-strategy-universe-momentum,paper_signal_candidate_only,long_only,paper_portfolio_target_smoke_only,false
2025-04-08,355390,크라우드웍스,KOSDAQ,LONG,0.050000,4,BUY candidate,4,94.7547,001-strategy-universe-momentum,paper_signal_candidate_only,long_only,paper_portfolio_target_smoke_only,false
2025-04-08,258790,소프트캠프,KOSDAQ,LONG,0.050000,5,BUY candidate,5,93.5010,001-strategy-universe-momentum,paper_signal_candidate_only,long_only,paper_portfolio_target_smoke_only,false
2025-04-08,376980,원티드랩,KOSDAQ,LONG,0.050000,6,BUY candidate,6,87.7917,001-strategy-universe-momentum,paper_signal_candidate_only,long_only,paper_portfolio_target_smoke_only,false
2025-04-08,048430,유라테크,KOSDAQ,LONG,0.050000,7,BUY candidate,7,85.5448,001-strategy-universe-momentum,paper_signal_candidate_only,long_only,paper_portfolio_target_smoke_only,false
2025-04-08,011090,에넥스,KOSPI,LONG,0.050000,8,BUY candidate,8,76.5683,001-strategy-universe-momentum,paper_signal_candidate_only,long_only,paper_portfolio_target_smoke_only,false
2025-04-08,004100,태양금속,KOSPI,LONG,0.050000,9,BUY candidate,9,73.6086,001-strategy-universe-momentum,paper_signal_candidate_only,long_only,paper_portfolio_target_smoke_only,false
2025-04-08,008600,윌비스,KOSPI,LONG,0.050000,10,BUY candidate,10,72.7768,001-strategy-universe-momentum,paper_signal_candidate_only,long_only,paper_portfolio_target_smoke_only,false
2025-04-08,051630,진양화학,KOSPI,LONG,0.050000,11,BUY candidate,11,72.1408,001-strategy-universe-momentum,paper_signal_candidate_only,long_only,paper_portfolio_target_smoke_only,false
2025-04-08,407400,꿈비,KOSDAQ,LONG,0.050000,12,BUY candidate,12,70.6897,001-strategy-universe-momentum,paper_signal_candidate_only,long_only,paper_portfolio_target_smoke_only,false
2025-04-08,028080,휴맥스홀딩스,KOSDAQ,LONG,0.050000,13,BUY candidate,13,70.1299,001-strategy-universe-momentum,paper_signal_candidate_only,long_only,paper_portfolio_target_smoke_only,false
2025-04-08,014160,대영포장,KOSPI,LONG,0.050000,14,BUY candidate,14,69.1678,001-strategy-universe-momentum,paper_signal_candidate_only,long_only,paper_portfolio_target_smoke_only,false
2025-04-08,020710,시공테크,KOSDAQ,LONG,0.050000,15,BUY candidate,15,60.0000,001-strategy-universe-momentum,paper_signal_candidate_only,long_only,paper_portfolio_target_smoke_only,false
2025-04-08,039240,경남스틸,KOSDAQ,LONG,0.050000,16,BUY candidate,16,57.9767,001-strategy-universe-momentum,paper_signal_candidate_only,long_only,paper_portfolio_target_smoke_only,false
2025-04-08,013580,계룡건설,KOSPI,LONG,0.050000,17,BUY candidate,17,57.8137,001-strategy-universe-momentum,paper_signal_candidate_only,long_only,paper_portfolio_target_smoke_only,false
2025-04-08,090080,평화산업,KOSPI,LONG,0.050000,18,BUY candidate,18,54.3168,001-strategy-universe-momentum,paper_signal_candidate_only,long_only,paper_portfolio_target_smoke_only,false
2025-04-08,052400,코나아이,KOSDAQ,LONG,0.050000,19,BUY candidate,19,53.0405,001-strategy-universe-momentum,paper_signal_candidate_only,long_only,paper_portfolio_target_smoke_only,false
2025-04-08,373160,데이원컴퍼니,KOSDAQ,LONG,0.050000,20,BUY candidate,20,51.5447,001-strategy-universe-momentum,paper_signal_candidate_only,long_only,paper_portfolio_target_smoke_only,false
2025-04-09,435570,에르코스,KOSDAQ,LONG,0.050000,1,BUY candidate,1,219.2053,001-strategy-universe-momentum,paper_signal_candidate_only,long_only,paper_portfolio_target_smoke_only,false
2025-04-09,355390,크라우드웍스,KOSDAQ,LONG,0.050000,2,BUY candidate,2,138.6570,001-strategy-universe-momentum,paper_signal_candidate_only,long_only,paper_portfolio_target_smoke_only,false
2025-04-09,010770,평화홀딩스,KOSPI,LONG,0.050000,3,BUY candidate,3,110.6961,001-strategy-universe-momentum,paper_signal_candidate_only,long_only,paper_portfolio_target_smoke_only,false
2025-04-09,088340,유라클,KOSDAQ,LONG,0.050000,4,BUY candidate,4,107.8376,001-strategy-universe-momentum,paper_signal_candidate_only,long_only,paper_portfolio_target_smoke_only,false
