date,code,stock_name,market,signal_state,horizon_trading_days,evaluation_status,forward_date,signal_close,forward_close,raw_forward_return_pct,directional_forward_score_pct,source_strategy,signal_mode,evaluation_mode
2025-02-05,019490,엑시큐어하이트론,KOSPI,SELL candidate,5,complete,2025-02-12,829.0000,821.0000,-0.9650,0.9650,001-strategy-universe-momentum,paper_signal_candidate_only,paper_forward_return_smoke_only
2025-02-05,381620,제닉스,KOSDAQ,SELL candidate,1,complete,2025-02-06,9600.0000,9400.0000,-2.0833,2.0833,001-strategy-universe-momentum,paper_signal_candidate_only,paper_forward_return_smoke_only
2025-02-05,381620,제닉스,KOSDAQ,SELL candidate,5,complete,2025-02-12,9600.0000,12110.0000,26.1458,-26.1458,001-strategy-universe-momentum,paper_signal_candidate_only,paper_forward_return_smoke_only
2025-02-05,065650,하이퍼코퍼레이션,KOSDAQ,SELL candidate,1,complete,2025-02-06,518.0000,637.0000,22.9730,-22.9730,001-strategy-universe-momentum,paper_signal_candidate_only,paper_forward_return_smoke_only
2025-02-05,065650,하이퍼코퍼레이션,KOSDAQ,SELL candidate,5,complete,2025-02-12,518.0000,529.0000,2.1236,-2.1236,001-strategy-universe-momentum,paper_signal_candidate_only,paper_forward_return_smoke_only
2025-02-05,206400,베노티앤알,KOSDAQ,SELL candidate,1,complete,2025-02-06,1749.0000,1680.0000,-3.9451,3.9451,001-strategy-universe-momentum,paper_signal_candidate_only,paper_forward_return_smoke_only
2025-02-05,206400,베노티앤알,KOSDAQ,SELL candidate,5,complete,2025-02-12,1749.0000,1835.0000,4.9171,-4.9171,001-strategy-universe-momentum,paper_signal_candidate_only,paper_forward_return_smoke_only
2025-02-05,015020,이스타코,KOSPI,SELL candidate,1,complete,2025-02-06,1270.0000,1258.0000,-0.9449,0.9449,001-strategy-universe-momentum,paper_signal_candidate_only,paper_forward_return_smoke_only
2025-02-05,015020,이스타코,KOSPI,SELL candidate,5,complete,2025-02-12,1270.0000,1218.0000,-4.0945,4.0945,001-strategy-universe-momentum,paper_signal_candidate_only,paper_forward_return_smoke_only
2025-02-05,387570,파인메딕스,KOSDAQ,SELL candidate,1,complete,2025-02-06,7750.0000,7690.0000,-0.7742,0.7742,001-strategy-universe-momentum,paper_signal_candidate_only,paper_forward_return_smoke_only
2025-02-05,387570,파인메딕스,KOSDAQ,SELL candidate,5,complete,2025-02-12,7750.0000,7660.0000,-1.1613,1.1613,001-strategy-universe-momentum,paper_signal_candidate_only,paper_forward_return_smoke_only
2025-02-05,012170,아센디오,KOSPI,SELL candidate,1,complete,2025-02-06,240.0000,240.0000,0.0000,-0.0000,001-strategy-universe-momentum,paper_signal_candidate_only,paper_forward_return_smoke_only
2025-02-05,012170,아센디오,KOSPI,SELL candidate,5,complete,2025-02-12,240.0000,225.0000,-6.2500,6.2500,001-strategy-universe-momentum,paper_signal_candidate_only,paper_forward_return_smoke_only
2025-02-05,064960,SNT모티브,KOSPI,SELL candidate,1,complete,2025-02-06,25650.0000,25500.0000,-0.5848,0.5848,001-strategy-universe-momentum,paper_signal_candidate_only,paper_forward_return_smoke_only
2025-02-05,064960,SNT모티브,KOSPI,SELL candidate,5,complete,2025-02-12,25650.0000,26650.0000,3.8986,-3.8986,001-strategy-universe-momentum,paper_signal_candidate_only,paper_forward_return_smoke_only
2025-02-05,065500,오리엔트정공,KOSDAQ,SELL candidate,1,complete,2025-02-06,4535.0000,4515.0000,-0.4410,0.4410,001-strategy-universe-momentum,paper_signal_candidate_only,paper_forward_return_smoke_only
2025-02-05,065500,오리엔트정공,KOSDAQ,SELL candidate,5,complete,2025-02-12,4535.0000,4510.0000,-0.5513,0.5513,001-strategy-universe-momentum,paper_signal_candidate_only,paper_forward_return_smoke_only
2025-02-05,196300,애니젠,KOSDAQ,SELL candidate,1,complete,2025-02-06,7190.0000,6940.0000,-3.4771,3.4771,001-strategy-universe-momentum,paper_signal_candidate_only,paper_forward_return_smoke_only
2025-02-05,196300,애니젠,KOSDAQ,SELL candidate,5,complete,2025-02-12,7190.0000,8720.0000,21.2796,-21.2796,001-strategy-universe-momentum,paper_signal_candidate_only,paper_forward_return_smoke_only
2025-02-05,013360,일성건설,KOSPI,SELL candidate,1,complete,2025-02-06,3020.0000,3080.0000,1.9868,-1.9868,001-strategy-universe-momentum,paper_signal_candidate_only,paper_forward_return_smoke_only
2025-02-05,013360,일성건설,KOSPI,SELL candidate,5,complete,2025-02-12,3020.0000,3010.0000,-0.3311,0.3311,001-strategy-universe-momentum,paper_signal_candidate_only,paper_forward_return_smoke_only
2025-02-05,045340,토탈소프트,KOSDAQ,SELL candidate,1,complete,2025-02-06,7140.0000,7310.0000,2.3810,-2.3810,001-strategy-universe-momentum,paper_signal_candidate_only,paper_forward_return_smoke_only
2025-02-05,045340,토탈소프트,KOSDAQ,SELL candidate,5,complete,2025-02-12,7140.0000,7410.0000,3.7815,-3.7815,001-strategy-universe-momentum,paper_signal_candidate_only,paper_forward_return_smoke_only
2025-02-05,298060,에스씨엠생명과학,KOSDAQ,SELL candidate,1,complete,2025-02-06,1352.0000,1354.0000,0.1479,-0.1479,001-strategy-universe-momentum,paper_signal_candidate_only,paper_forward_return_smoke_only
2025-02-05,298060,에스씨엠생명과학,KOSDAQ,SELL candidate,5,complete,2025-02-12,1352.0000,1410.0000,4.2899,-4.2899,001-strategy-universe-momentum,paper_signal_candidate_only,paper_forward_return_smoke_only
2025-02-05,214610,미코바이오메드,KOSDAQ,SELL candidate,1,complete,2025-02-06,1101.0000,978.0000,-11.1717,11.1717,001-strategy-universe-momentum,paper_signal_candidate_only,paper_forward_return_smoke_only
2025-02-05,214610,미코바이오메드,KOSDAQ,SELL candidate,5,complete,2025-02-12,1101.0000,794.0000,-27.8837,27.8837,001-strategy-universe-momentum,paper_signal_candidate_only,paper_forward_return_smoke_only
2025-02-05,025950,동신건설,KOSDAQ,SELL candidate,1,complete,2025-02-06,42450.0000,42550.0000,0.2356,-0.2356,001-strategy-universe-momentum,paper_signal_candidate_only,paper_forward_return_smoke_only
2025-02-05,025950,동신건설,KOSDAQ,SELL candidate,5,complete,2025-02-12,42450.0000,44000.0000,3.6514,-3.6514,001-strategy-universe-momentum,paper_signal_candidate_only,paper_forward_return_smoke_only
2025-02-05,016920,카스,KOSDAQ,SELL candidate,1,complete,2025-02-06,1840.0000,1841.0000,0.0543,-0.0543,001-strategy-universe-momentum,paper_signal_candidate_only,paper_forward_return_smoke_only
2025-02-05,016920,카스,KOSDAQ,SELL candidate,5,complete,2025-02-12,1840.0000,1854.0000,0.7609,-0.7609,001-strategy-universe-momentum,paper_signal_candidate_only,paper_forward_return_smoke_only
2025-02-05,432980,엠에프씨,KOSDAQ,SELL candidate,1,complete,2025-02-06,4145.0000,4200.0000,1.3269,-1.3269,001-strategy-universe-momentum,paper_signal_candidate_only,paper_forward_return_smoke_only
2025-02-05,432980,엠에프씨,KOSDAQ,SELL candidate,5,complete,2025-02-12,4145.0000,4370.0000,5.4282,-5.4282,001-strategy-universe-momentum,paper_signal_candidate_only,paper_forward_return_smoke_only
2025-02-05,321370,센서뷰,KOSDAQ,SELL candidate,1,complete,2025-02-06,1235.0000,1255.0000,1.6194,-1.6194,001-strategy-universe-momentum,paper_signal_candidate_only,paper_forward_return_smoke_only
2025-02-05,321370,센서뷰,KOSDAQ,SELL candidate,5,complete,2025-02-12,1235.0000,1275.0000,3.2389,-3.2389,001-strategy-universe-momentum,paper_signal_candidate_only,paper_forward_return_smoke_only
2025-02-05,179900,유티아이,KOSDAQ,SELL candidate,1,complete,2025-02-06,20950.0000,21700.0000,3.5800,-3.5800,001-strategy-universe-momentum,paper_signal_candidate_only,paper_forward_return_smoke_only
2025-02-05,179900,유티아이,KOSDAQ,SELL candidate,5,complete,2025-02-12,20950.0000,21700.0000,3.5800,-3.5800,001-strategy-universe-momentum,paper_signal_candidate_only,paper_forward_return_smoke_only
2025-02-05,018500,동원금속,KOSPI,SELL candidate,1,complete,2025-02-06,1855.0000,1844.0000,-0.5930,0.5930,001-strategy-universe-momentum,paper_signal_candidate_only,paper_forward_return_smoke_only
2025-02-05,018500,동원금속,KOSPI,SELL candidate,5,complete,2025-02-12,1855.0000,1885.0000,1.6173,-1.6173,001-strategy-universe-momentum,paper_signal_candidate_only,paper_forward_return_smoke_only
2025-02-06,160190,하이젠알앤엠,KOSDAQ,BUY candidate,1,complete,2025-02-07,42050.0000,40150.0000,-4.5184,-4.5184,001-strategy-universe-momentum,paper_signal_candidate_only,paper_forward_return_smoke_only
2025-02-06,160190,하이젠알앤엠,KOSDAQ,BUY candidate,5,complete,2025-02-13,42050.0000,35500.0000,-15.5767,-15.5767,001-strategy-universe-momentum,paper_signal_candidate_only,paper_forward_return_smoke_only
2025-02-06,010100,한국무브넥스,KOSPI,BUY candidate,1,complete,2025-02-07,7300.0000,7640.0000,4.6575,4.6575,001-strategy-universe-momentum,paper_signal_candidate_only,paper_forward_return_smoke_only
2025-02-06,010100,한국무브넥스,KOSPI,BUY candidate,5,complete,2025-02-13,7300.0000,4850.0000,-33.5616,-33.5616,001-strategy-universe-momentum,paper_signal_candidate_only,paper_forward_return_smoke_only
2025-02-06,351320,에스에이티이엔지,KOSDAQ,BUY candidate,1,complete,2025-02-07,2790.0000,2510.0000,-10.0358,-10.0358,001-strategy-universe-momentum,paper_signal_candidate_only,paper_forward_return_smoke_only
2025-02-06,351320,에스에이티이엔지,KOSDAQ,BUY candidate,5,complete,2025-02-13,2790.0000,2630.0000,-5.7348,-5.7348,001-strategy-universe-momentum,paper_signal_candidate_only,paper_forward_return_smoke_only
2025-02-06,098460,고영,KOSDAQ,BUY candidate,1,complete,2025-02-07,17560.0000,18120.0000,3.1891,3.1891,001-strategy-universe-momentum,paper_signal_candidate_only,paper_forward_return_smoke_only
2025-02-06,098460,고영,KOSDAQ,BUY candidate,5,complete,2025-02-13,17560.0000,19880.0000,13.2118,13.2118,001-strategy-universe-momentum,paper_signal_candidate_only,paper_forward_return_smoke_only
2025-02-06,161580,필옵틱스,KOSDAQ,BUY candidate,1,complete,2025-02-07,38300.0000,44400.0000,15.9269,15.9269,001-strategy-universe-momentum,paper_signal_candidate_only,paper_forward_return_smoke_only
2025-02-06,161580,필옵틱스,KOSDAQ,BUY candidate,5,complete,2025-02-13,38300.0000,44300.0000,15.6658,15.6658,001-strategy-universe-momentum,paper_signal_candidate_only,paper_forward_return_smoke_only
2025-02-06,332570,와이팜,KOSDAQ,BUY candidate,1,complete,2025-02-07,5250.0000,4705.0000,-10.3810,-10.3810,001-strategy-universe-momentum,paper_signal_candidate_only,paper_forward_return_smoke_only
2025-02-06,332570,와이팜,KOSDAQ,BUY candidate,5,complete,2025-02-13,5250.0000,4530.0000,-13.7143,-13.7143,001-strategy-universe-momentum,paper_signal_candidate_only,paper_forward_return_smoke_only
2025-02-06,112290,와이씨켐,KOSDAQ,BUY candidate,1,complete,2025-02-07,25000.0000,27200.0000,8.8000,8.8000,001-strategy-universe-momentum,paper_signal_candidate_only,paper_forward_return_smoke_only
2025-02-06,112290,와이씨켐,KOSDAQ,BUY candidate,5,complete,2025-02-13,25000.0000,27450.0000,9.8000,9.8000,001-strategy-universe-momentum,paper_signal_candidate_only,paper_forward_return_smoke_only
2025-02-06,382150,온코크로스,KOSDAQ,BUY candidate,1,complete,2025-02-07,13070.0000,12430.0000,-4.8967,-4.8967,001-strategy-universe-momentum,paper_signal_candidate_only,paper_forward_return_smoke_only
2025-02-06,382150,온코크로스,KOSDAQ,BUY candidate,5,complete,2025-02-13,13070.0000,11150.0000,-14.6901,-14.6901,001-strategy-universe-momentum,paper_signal_candidate_only,paper_forward_return_smoke_only
2025-02-06,168360,펨트론,KOSDAQ,BUY candidate,1,complete,2025-02-07,10000.0000,10850.0000,8.5000,8.5000,001-strategy-universe-momentum,paper_signal_candidate_only,paper_forward_return_smoke_only
2025-02-06,168360,펨트론,KOSDAQ,BUY candidate,5,complete,2025-02-13,10000.0000,11200.0000,12.0000,12.0000,001-strategy-universe-momentum,paper_signal_candidate_only,paper_forward_return_smoke_only
2025-02-06,301300,바이브컴퍼니,KOSDAQ,BUY candidate,1,complete,2025-02-07,6810.0000,6460.0000,-5.1395,-5.1395,001-strategy-universe-momentum,paper_signal_candidate_only,paper_forward_return_smoke_only
2025-02-06,301300,바이브컴퍼니,KOSDAQ,BUY candidate,5,complete,2025-02-13,6810.0000,5410.0000,-20.5580,-20.5580,001-strategy-universe-momentum,paper_signal_candidate_only,paper_forward_return_smoke_only
2025-02-06,042660,한화오션,KOSPI,BUY candidate,1,complete,2025-02-07,61700.0000,61900.0000,0.3241,0.3241,001-strategy-universe-momentum,paper_signal_candidate_only,paper_forward_return_smoke_only
2025-02-06,042660,한화오션,KOSPI,BUY candidate,5,complete,2025-02-13,61700.0000,77500.0000,25.6078,25.6078,001-strategy-universe-momentum,paper_signal_candidate_only,paper_forward_return_smoke_only
2025-02-06,434480,모니터랩,KOSDAQ,BUY candidate,1,complete,2025-02-07,5540.0000,5340.0000,-3.6101,-3.6101,001-strategy-universe-momentum,paper_signal_candidate_only,paper_forward_return_smoke_only
2025-02-06,434480,모니터랩,KOSDAQ,BUY candidate,5,complete,2025-02-13,5540.0000,5060.0000,-8.6643,-8.6643,001-strategy-universe-momentum,paper_signal_candidate_only,paper_forward_return_smoke_only
2025-02-06,119850,지엔씨에너지,KOSDAQ,BUY candidate,1,complete,2025-02-07,12830.0000,12660.0000,-1.3250,-1.3250,001-strategy-universe-momentum,paper_signal_candidate_only,paper_forward_return_smoke_only
2025-02-06,119850,지엔씨에너지,KOSDAQ,BUY candidate,5,complete,2025-02-13,12830.0000,13180.0000,2.7280,2.7280,001-strategy-universe-momentum,paper_signal_candidate_only,paper_forward_return_smoke_only
2025-02-06,277810,레인보우로보틱스,KOSDAQ,BUY candidate,1,complete,2025-02-07,374500.0000,410500.0000,9.6128,9.6128,001-strategy-universe-momentum,paper_signal_candidate_only,paper_forward_return_smoke_only
2025-02-06,277810,레인보우로보틱스,KOSDAQ,BUY candidate,5,complete,2025-02-13,374500.0000,379500.0000,1.3351,1.3351,001-strategy-universe-momentum,paper_signal_candidate_only,paper_forward_return_smoke_only
2025-02-06,219550,디와이디,KOSDAQ,BUY candidate,1,complete,2025-02-07,885.0000,903.0000,2.0339,2.0339,001-strategy-universe-momentum,paper_signal_candidate_only,paper_forward_return_smoke_only
2025-02-06,219550,디와이디,KOSDAQ,BUY candidate,5,complete,2025-02-13,885.0000,807.0000,-8.8136,-8.8136,001-strategy-universe-momentum,paper_signal_candidate_only,paper_forward_return_smoke_only
2025-02-06,171010,램테크놀러지,KOSDAQ,BUY candidate,1,complete,2025-02-07,4860.0000,5640.0000,16.0494,16.0494,001-strategy-universe-momentum,paper_signal_candidate_only,paper_forward_return_smoke_only
2025-02-06,171010,램테크놀러지,KOSDAQ,BUY candidate,5,complete,2025-02-13,4860.0000,5080.0000,4.5267,4.5267,001-strategy-universe-momentum,paper_signal_candidate_only,paper_forward_return_smoke_only
2025-02-06,430690,한싹,KOSDAQ,BUY candidate,1,complete,2025-02-07,6200.0000,6050.0000,-2.4194,-2.4194,001-strategy-universe-momentum,paper_signal_candidate_only,paper_forward_return_smoke_only
2025-02-06,430690,한싹,KOSDAQ,BUY candidate,5,complete,2025-02-13,6200.0000,5650.0000,-8.8710,-8.8710,001-strategy-universe-momentum,paper_signal_candidate_only,paper_forward_return_smoke_only
2025-02-06,108490,로보티즈,KOSDAQ,BUY candidate,1,complete,2025-02-07,38800.0000,37450.0000,-3.4794,-3.4794,001-strategy-universe-momentum,paper_signal_candidate_only,paper_forward_return_smoke_only
2025-02-06,108490,로보티즈,KOSDAQ,BUY candidate,5,complete,2025-02-13,38800.0000,34250.0000,-11.7268,-11.7268,001-strategy-universe-momentum,paper_signal_candidate_only,paper_forward_return_smoke_only
2025-02-06,411080,샌즈랩,KOSDAQ,BUY candidate,1,complete,2025-02-07,10660.0000,10160.0000,-4.6904,-4.6904,001-strategy-universe-momentum,paper_signal_candidate_only,paper_forward_return_smoke_only
2025-02-06,411080,샌즈랩,KOSDAQ,BUY candidate,5,complete,2025-02-13,10660.0000,9430.0000,-11.5385,-11.5385,001-strategy-universe-momentum,paper_signal_candidate_only,paper_forward_return_smoke_only
2025-02-06,042000,카페24,KOSDAQ,BUY candidate,1,complete,2025-02-07,56300.0000,57100.0000,1.4210,1.4210,001-strategy-universe-momentum,paper_signal_candidate_only,paper_forward_return_smoke_only
2025-02-06,042000,카페24,KOSDAQ,BUY candidate,5,complete,2025-02-13,56300.0000,57600.0000,2.3091,2.3091,001-strategy-universe-momentum,paper_signal_candidate_only,paper_forward_return_smoke_only
2025-02-06,019490,엑시큐어하이트론,KOSPI,SELL candidate,1,complete,2025-02-07,805.0000,752.0000,-6.5839,6.5839,001-strategy-universe-momentum,paper_signal_candidate_only,paper_forward_return_smoke_only
2025-02-06,019490,엑시큐어하이트론,KOSPI,SELL candidate,5,complete,2025-02-13,805.0000,829.0000,2.9814,-2.9814,001-strategy-universe-momentum,paper_signal_candidate_only,paper_forward_return_smoke_only
2025-02-06,381620,제닉스,KOSDAQ,SELL candidate,1,complete,2025-02-07,9400.0000,10000.0000,6.3830,-6.3830,001-strategy-universe-momentum,paper_signal_candidate_only,paper_forward_return_smoke_only
2025-02-06,381620,제닉스,KOSDAQ,SELL candidate,5,complete,2025-02-13,9400.0000,14700.0000,56.3830,-56.3830,001-strategy-universe-momentum,paper_signal_candidate_only,paper_forward_return_smoke_only
2025-02-06,178780,일월지엠엘,KOSDAQ,SELL candidate,1,complete,2025-02-07,3540.0000,3565.0000,0.7062,-0.7062,001-strategy-universe-momentum,paper_signal_candidate_only,paper_forward_return_smoke_only
2025-02-06,178780,일월지엠엘,KOSDAQ,SELL candidate,5,complete,2025-02-13,3540.0000,3380.0000,-4.5198,4.5198,001-strategy-universe-momentum,paper_signal_candidate_only,paper_forward_return_smoke_only
2025-02-06,091440,한울소재과학,KOSDAQ,SELL candidate,1,complete,2025-02-07,3535.0000,3390.0000,-4.1018,4.1018,001-strategy-universe-momentum,paper_signal_candidate_only,paper_forward_return_smoke_only
2025-02-06,091440,한울소재과학,KOSDAQ,SELL candidate,5,complete,2025-02-13,3535.0000,3435.0000,-2.8289,2.8289,001-strategy-universe-momentum,paper_signal_candidate_only,paper_forward_return_smoke_only
2025-02-06,065650,하이퍼코퍼레이션,KOSDAQ,SELL candidate,1,complete,2025-02-07,637.0000,582.0000,-8.6342,8.6342,001-strategy-universe-momentum,paper_signal_candidate_only,paper_forward_return_smoke_only
2025-02-06,065650,하이퍼코퍼레이션,KOSDAQ,SELL candidate,5,complete,2025-02-13,637.0000,505.0000,-20.7221,20.7221,001-strategy-universe-momentum,paper_signal_candidate_only,paper_forward_return_smoke_only
2025-02-06,206400,베노티앤알,KOSDAQ,SELL candidate,1,complete,2025-02-07,1680.0000,1659.0000,-1.2500,1.2500,001-strategy-universe-momentum,paper_signal_candidate_only,paper_forward_return_smoke_only
