date,code,stock_name,market,horizon_trading_days,evaluation_status,forward_date,target_side,target_weight,raw_forward_return_pct,weighted_return_contribution_pct,benchmark_label,benchmark_join_status,benchmark_return_pct,excess_return_pct,weighted_excess_return_contribution_pct,source_signal_state,target_mode,pnl_mode,order_intent_generated
2025-02-10,466100,클로봇,KOSDAQ,1,complete,2025-02-11,LONG,0.050000,-6.6191,-0.3310,KOSPI,complete,0.7052,-7.3243,-0.3662,BUY candidate,paper_portfolio_target_smoke_only,paper_backtest_pnl_smoke_only,false
2025-02-10,161580,필옵틱스,KOSDAQ,1,complete,2025-02-11,LONG,0.050000,3.1590,0.1580,KOSPI,complete,0.7052,2.4538,0.1227,BUY candidate,paper_portfolio_target_smoke_only,paper_backtest_pnl_smoke_only,false
2025-02-10,171010,램테크놀러지,KOSDAQ,1,complete,2025-02-11,LONG,0.050000,-5.3097,-0.2655,KOSPI,complete,0.7052,-6.0149,-0.3007,BUY candidate,paper_portfolio_target_smoke_only,paper_backtest_pnl_smoke_only,false
2025-02-10,112290,와이씨켐,KOSDAQ,1,complete,2025-02-11,LONG,0.050000,-6.1121,-0.3056,KOSPI,complete,0.7052,-6.8173,-0.3409,BUY candidate,paper_portfolio_target_smoke_only,paper_backtest_pnl_smoke_only,false
2025-02-10,102120,어보브반도체,KOSDAQ,1,complete,2025-02-11,LONG,0.050000,-1.5837,-0.0792,KOSPI,complete,0.7052,-2.2889,-0.1144,BUY candidate,paper_portfolio_target_smoke_only,paper_backtest_pnl_smoke_only,false
2025-02-10,079900,전진건설로봇,KOSPI,1,complete,2025-02-11,LONG,0.050000,-3.1469,-0.1573,KOSPI,complete,0.7052,-3.8521,-0.1926,BUY candidate,paper_portfolio_target_smoke_only,paper_backtest_pnl_smoke_only,false
2025-02-10,090710,휴림로봇,KOSDAQ,1,complete,2025-02-11,LONG,0.050000,0.3976,0.0199,KOSPI,complete,0.7052,-0.3076,-0.0154,BUY candidate,paper_portfolio_target_smoke_only,paper_backtest_pnl_smoke_only,false
2025-02-10,452190,한빛레이저,KOSDAQ,1,complete,2025-02-11,LONG,0.050000,16.3194,0.8160,KOSPI,complete,0.7052,15.6142,0.7807,BUY candidate,paper_portfolio_target_smoke_only,paper_backtest_pnl_smoke_only,false
2025-02-10,172670,에이엘티,KOSDAQ,1,complete,2025-02-11,LONG,0.050000,19.2821,0.9641,KOSPI,complete,0.7052,18.5769,0.9288,BUY candidate,paper_portfolio_target_smoke_only,paper_backtest_pnl_smoke_only,false
2025-02-10,264660,씨앤지하이테크,KOSDAQ,1,complete,2025-02-11,LONG,0.050000,-0.3149,-0.0157,KOSPI,complete,0.7052,-1.0201,-0.0510,BUY candidate,paper_portfolio_target_smoke_only,paper_backtest_pnl_smoke_only,false
2025-02-10,393210,토마토시스템,KOSDAQ,1,complete,2025-02-11,LONG,0.050000,-4.0472,-0.2024,KOSPI,complete,0.7052,-4.7524,-0.2376,BUY candidate,paper_portfolio_target_smoke_only,paper_backtest_pnl_smoke_only,false
2025-02-10,168360,펨트론,KOSDAQ,1,complete,2025-02-11,LONG,0.050000,0.0000,0.0000,KOSPI,complete,0.7052,-0.7052,-0.0353,BUY candidate,paper_portfolio_target_smoke_only,paper_backtest_pnl_smoke_only,false
2025-02-10,067160,SOOP,KOSDAQ,1,complete,2025-02-11,LONG,0.050000,-3.0620,-0.1531,KOSPI,complete,0.7052,-3.7672,-0.1884,BUY candidate,paper_portfolio_target_smoke_only,paper_backtest_pnl_smoke_only,false
2025-02-10,475400,씨메스,KOSDAQ,1,complete,2025-02-11,LONG,0.050000,-2.6901,-0.1345,KOSPI,complete,0.7052,-3.3953,-0.1698,BUY candidate,paper_portfolio_target_smoke_only,paper_backtest_pnl_smoke_only,false
2025-02-10,382150,온코크로스,KOSDAQ,1,complete,2025-02-11,LONG,0.050000,1.5385,0.0769,KOSPI,complete,0.7052,0.8333,0.0417,BUY candidate,paper_portfolio_target_smoke_only,paper_backtest_pnl_smoke_only,false
2025-02-10,008830,대동기어,KOSDAQ,1,complete,2025-02-11,LONG,0.050000,2.7254,0.1363,KOSPI,complete,0.7052,2.0202,0.1010,BUY candidate,paper_portfolio_target_smoke_only,paper_backtest_pnl_smoke_only,false
2025-02-10,008700,아남전자,KOSPI,1,complete,2025-02-11,LONG,0.050000,9.8730,0.4936,KOSPI,complete,0.7052,9.1678,0.4584,BUY candidate,paper_portfolio_target_smoke_only,paper_backtest_pnl_smoke_only,false
2025-02-10,310210,보로노이,KOSDAQ,1,complete,2025-02-11,LONG,0.050000,-2.7050,-0.1353,KOSPI,complete,0.7052,-3.4102,-0.1705,BUY candidate,paper_portfolio_target_smoke_only,paper_backtest_pnl_smoke_only,false
2025-02-10,059270,해성에어로보틱스,KOSDAQ,1,complete,2025-02-11,LONG,0.050000,-3.0750,-0.1538,KOSPI,complete,0.7052,-3.7802,-0.1890,BUY candidate,paper_portfolio_target_smoke_only,paper_backtest_pnl_smoke_only,false
2025-02-11,226950,올릭스,KOSDAQ,1,complete,2025-02-12,LONG,0.050000,29.9712,1.4986,KOSPI,complete,0.3679,29.6033,1.4802,BUY candidate,paper_portfolio_target_smoke_only,paper_backtest_pnl_smoke_only,false
2025-02-11,172670,에이엘티,KOSDAQ,1,complete,2025-02-12,LONG,0.050000,-6.3681,-0.3184,KOSPI,complete,0.3679,-6.7360,-0.3368,BUY candidate,paper_portfolio_target_smoke_only,paper_backtest_pnl_smoke_only,false
2025-02-11,452190,한빛레이저,KOSDAQ,1,complete,2025-02-12,LONG,0.050000,-8.2090,-0.4104,KOSPI,complete,0.3679,-8.5769,-0.4288,BUY candidate,paper_portfolio_target_smoke_only,paper_backtest_pnl_smoke_only,false
2025-02-11,161580,필옵틱스,KOSDAQ,1,complete,2025-02-12,LONG,0.050000,-6.4414,-0.3221,KOSPI,complete,0.3679,-6.8093,-0.3405,BUY candidate,paper_portfolio_target_smoke_only,paper_backtest_pnl_smoke_only,false
2025-02-11,340930,유일에너테크,KOSDAQ,1,complete,2025-02-12,LONG,0.050000,4.8057,0.2403,KOSPI,complete,0.3679,4.4378,0.2219,BUY candidate,paper_portfolio_target_smoke_only,paper_backtest_pnl_smoke_only,false
2025-02-11,466100,클로봇,KOSDAQ,1,complete,2025-02-12,LONG,0.050000,-10.4689,-0.5234,KOSPI,complete,0.3679,-10.8368,-0.5418,BUY candidate,paper_portfolio_target_smoke_only,paper_backtest_pnl_smoke_only,false
