code,name,market,security_type,status,reason
055490,테이팩스,KOSPI,보통주,include,eligible_current_snapshot
055550,신한지주,KOSPI,보통주,include,eligible_current_snapshot
056080,유진로봇,KOSDAQ,보통주,include,eligible_current_snapshot
056090,시지메드텍,KOSDAQ,보통주,include,eligible_current_snapshot
056190,에스에프에이,KOSDAQ GLOBAL,보통주,include,eligible_current_snapshot
056360,코위버,KOSDAQ,보통주,include,eligible_current_snapshot
056700,신화인터텍,KOSDAQ,보통주,include,eligible_current_snapshot
056730,CNT85,KOSDAQ,보통주,include,eligible_current_snapshot
057030,YBM넷,KOSDAQ,보통주,include,eligible_current_snapshot
057050,현대홈쇼핑,KOSPI,보통주,include,eligible_current_snapshot
057540,옴니시스템,KOSDAQ,보통주,include,eligible_current_snapshot
057680,티사이언티픽,KOSDAQ,보통주,include,eligible_current_snapshot
058110,멕아이씨에스,KOSDAQ,보통주,include,eligible_current_snapshot
058400,KNN,KOSDAQ,보통주,include,eligible_current_snapshot
058430,포스코스틸리온,KOSPI,보통주,include,eligible_current_snapshot
058450,한주에이알티,KOSDAQ,보통주,include,eligible_current_snapshot
058470,리노공업,KOSDAQ GLOBAL,보통주,include,eligible_current_snapshot
058610,에스피지,KOSDAQ,보통주,include,eligible_current_snapshot
058630,엠게임,KOSDAQ,보통주,include,eligible_current_snapshot
058650,세아홀딩스,KOSPI,보통주,include,eligible_current_snapshot
058730,다스코,KOSPI,보통주,include,eligible_current_snapshot
058820,CMG제약,KOSDAQ,보통주,include,eligible_current_snapshot
058850,KTcs,KOSPI,보통주,include,eligible_current_snapshot
058860,KTis,KOSPI,보통주,include,eligible_current_snapshot
058970,엠로,KOSDAQ,보통주,include,eligible_current_snapshot
059090,미코,KOSDAQ,보통주,include,eligible_current_snapshot
059100,아이컴포넌트,KOSDAQ,보통주,include,eligible_current_snapshot
059120,아진엑스텍,KOSDAQ,보통주,include,eligible_current_snapshot
059210,메타바이오메드,KOSDAQ,보통주,include,eligible_current_snapshot
059270,해성에어로보틱스,KOSDAQ,보통주,include,eligible_current_snapshot
060150,인선이엔티,KOSDAQ,보통주,include,eligible_current_snapshot
060230,제이케이시냅스,KOSDAQ,보통주,include,eligible_current_snapshot
060250,NHN KCP,KOSDAQ,보통주,include,eligible_current_snapshot
060260,뉴보텍,KOSDAQ,보통주,include,eligible_current_snapshot
060280,큐렉소,KOSDAQ,보통주,include,eligible_current_snapshot
060310,3S,KOSDAQ,보통주,include,eligible_current_snapshot
060370,LS마린솔루션,KOSDAQ,보통주,include,eligible_current_snapshot
060380,동양에스텍,KOSDAQ,보통주,include,eligible_current_snapshot
060480,국일신동,KOSDAQ,보통주,include,eligible_current_snapshot
060540,에스에이티,KOSDAQ,보통주,include,eligible_current_snapshot
060560,HC홈센타,KOSDAQ,보통주,include,eligible_current_snapshot
060570,드림어스컴퍼니,KOSDAQ,보통주,include,eligible_current_snapshot
060590,씨티씨바이오,KOSDAQ,보통주,include,eligible_current_snapshot
060720,KH바텍,KOSDAQ,보통주,include,eligible_current_snapshot
060850,영림원소프트랩,KOSDAQ,보통주,include,eligible_current_snapshot
060900,에이전트AI,KOSDAQ,보통주,include,eligible_current_snapshot
060980,HL홀딩스,KOSPI,보통주,include,eligible_current_snapshot
061040,알에프텍,KOSDAQ,보통주,include,eligible_current_snapshot
061090,세나테크놀로지,KOSDAQ,보통주,include,eligible_current_snapshot
061250,화일약품,KOSDAQ,보통주,include,eligible_current_snapshot
061970,LB세미콘,KOSDAQ,보통주,include,eligible_current_snapshot
062040,산일전기,KOSPI,보통주,include,eligible_current_snapshot
062970,한국첨단소재,KOSDAQ,보통주,include,eligible_current_snapshot
063080,컴투스홀딩스,KOSDAQ,보통주,include,eligible_current_snapshot
063160,종근당바이오,KOSPI,보통주,include,eligible_current_snapshot
063170,서울옥션,KOSDAQ,보통주,include,eligible_current_snapshot
063440,SM Life Design,KOSDAQ,보통주,include,eligible_current_snapshot
063570,NICE인프라,KOSDAQ,보통주,include,eligible_current_snapshot
063760,이엘피,KOSDAQ,보통주,include,eligible_current_snapshot
064240,홈캐스트,KOSDAQ,보통주,include,eligible_current_snapshot
064260,다날,KOSDAQ,보통주,include,eligible_current_snapshot
064290,인텍플러스,KOSDAQ,보통주,include,eligible_current_snapshot
064350,현대로템,KOSPI,보통주,include,eligible_current_snapshot
064400,LG씨엔에스,KOSPI,보통주,include,eligible_current_snapshot
064480,브리지텍,KOSDAQ,보통주,include,eligible_current_snapshot
064520,테크엘,KOSDAQ,보통주,include,eligible_current_snapshot
064550,바이오니아,KOSDAQ,보통주,include,eligible_current_snapshot
064760,티씨케이,KOSDAQ GLOBAL,보통주,include,eligible_current_snapshot
064800,포니링크,KOSDAQ,보통주,include,eligible_current_snapshot
064820,케이프,KOSDAQ,보통주,include,eligible_current_snapshot
064850,에프앤가이드,KOSDAQ,보통주,include,eligible_current_snapshot
064960,SNT모티브,KOSPI,보통주,include,eligible_current_snapshot
065060,지엔코,KOSDAQ,보통주,include,eligible_current_snapshot
065130,탑엔지니어링,KOSDAQ,보통주,include,eligible_current_snapshot
065170,비엘팜텍,KOSDAQ,보통주,include,eligible_current_snapshot
065350,신성델타테크,KOSDAQ,보통주,include,eligible_current_snapshot
065370,위세아이텍,KOSDAQ,보통주,include,eligible_current_snapshot
065420,에스아이리소스,KOSDAQ,보통주,include,eligible_current_snapshot
065440,이루온,KOSDAQ,보통주,include,eligible_current_snapshot
065450,빅텍,KOSDAQ,보통주,include,eligible_current_snapshot
065500,오리엔트정공,KOSDAQ,보통주,include,eligible_current_snapshot
065510,휴비츠,KOSDAQ,보통주,include,eligible_current_snapshot
065530,와이어블,KOSDAQ,보통주,include,eligible_current_snapshot
065650,하이퍼코퍼레이션,KOSDAQ,보통주,include,eligible_current_snapshot
065660,안트로젠,KOSDAQ,보통주,include,eligible_current_snapshot
065680,우주일렉트로,KOSDAQ,보통주,include,eligible_current_snapshot
065690,파커스,KOSDAQ,보통주,include,eligible_current_snapshot
065710,서호전기,KOSDAQ,보통주,include,eligible_current_snapshot
065770,CS,KOSDAQ,보통주,include,eligible_current_snapshot
065950,웰크론,KOSDAQ,보통주,include,eligible_current_snapshot
066130,하츠,KOSDAQ,보통주,include,eligible_current_snapshot
066310,큐에스아이,KOSDAQ,보통주,include,eligible_current_snapshot
066360,체리부로,KOSDAQ,보통주,include,eligible_current_snapshot
066430,아이로보틱스,KOSDAQ,보통주,include,eligible_current_snapshot
066570,LG전자,KOSPI,보통주,include,eligible_current_snapshot
066590,스모트로닉,KOSDAQ,보통주,include,eligible_current_snapshot
066620,국보디자인,KOSDAQ,보통주,include,eligible_current_snapshot
066670,디티씨,KOSDAQ,보통주,include,eligible_current_snapshot
066700,테라젠이텍스,KOSDAQ,보통주,include,eligible_current_snapshot
066910,손오공,KOSDAQ,보통주,include,eligible_current_snapshot
066970,엘앤에프,KOSPI,보통주,include,eligible_current_snapshot
066980,한성크린텍,KOSDAQ,보통주,include,eligible_current_snapshot
067000,조이시티,KOSDAQ,보통주,include,eligible_current_snapshot
067010,이씨에스,KOSDAQ,보통주,include,eligible_current_snapshot
067080,대화제약,KOSDAQ,보통주,include,eligible_current_snapshot
067160,SOOP,KOSDAQ GLOBAL,보통주,include,eligible_current_snapshot
067170,오텍,KOSDAQ,보통주,include,eligible_current_snapshot
067280,멀티캠퍼스,KOSDAQ,보통주,include,eligible_current_snapshot
067290,JW신약,KOSDAQ,보통주,include,eligible_current_snapshot
067310,하나마이크론,KOSDAQ,보통주,include,eligible_current_snapshot
067370,선바이오,KOSDAQ,보통주,include,eligible_current_snapshot
067390,아스트,KOSDAQ,보통주,include,eligible_current_snapshot
067570,엔브이에이치코리아,KOSDAQ,보통주,include,eligible_current_snapshot
067630,HLB생명과학,KOSDAQ,보통주,include,eligible_current_snapshot
067730,로지시스,KOSDAQ,보통주,include,eligible_current_snapshot
067770,세진티에스,KOSDAQ,보통주,include,eligible_current_snapshot
067830,세이브존I&C,KOSPI,보통주,include,eligible_current_snapshot
067900,와이엔텍,KOSDAQ,보통주,include,eligible_current_snapshot
067920,이글루,KOSDAQ,보통주,include,eligible_current_snapshot
067990,도이치모터스,KOSDAQ,보통주,include,eligible_current_snapshot
068050,팬엔터테인먼트,KOSDAQ,보통주,include,eligible_current_snapshot
068100,케이웨더,KOSDAQ,보통주,include,eligible_current_snapshot
068270,셀트리온,KOSPI,보통주,include,eligible_current_snapshot
068290,삼성출판사,KOSPI,보통주,include,eligible_current_snapshot
068330,일신바이오,KOSDAQ,보통주,include,eligible_current_snapshot
068760,셀트리온제약,KOSDAQ,보통주,include,eligible_current_snapshot
068790,DMS,KOSDAQ,보통주,include,eligible_current_snapshot
068930,디지털대성,KOSDAQ,보통주,include,eligible_current_snapshot
069080,웹젠,KOSDAQ GLOBAL,보통주,include,eligible_current_snapshot
069140,누리플랜,KOSDAQ,보통주,include,eligible_current_snapshot
069260,TKG휴켐스,KOSPI,보통주,include,eligible_current_snapshot
069330,유아이디,KOSDAQ,보통주,include,eligible_current_snapshot
069410,엔텔스,KOSDAQ,보통주,include,eligible_current_snapshot
069510,에스텍,KOSDAQ,보통주,include,eligible_current_snapshot
069540,빛과전자,KOSDAQ,보통주,include,eligible_current_snapshot
069620,대웅제약,KOSPI,보통주,include,eligible_current_snapshot
069640,한세엠케이,KOSPI,보통주,include,eligible_current_snapshot
069730,DSR제강,KOSPI,보통주,include,eligible_current_snapshot
069920,엑시온그룹,KOSDAQ,보통주,include,eligible_current_snapshot
069960,현대백화점,KOSPI,보통주,include,eligible_current_snapshot
070300,엑스큐어,KOSDAQ,보통주,include,eligible_current_snapshot
070590,인티큐브,KOSDAQ,보통주,include,eligible_current_snapshot
070960,모나용평,KOSPI,보통주,include,eligible_current_snapshot
071050,한국금융지주,KOSPI,보통주,include,eligible_current_snapshot
071090,하이스틸,KOSPI,보통주,include,eligible_current_snapshot
071200,인피니트헬스케어,KOSDAQ,보통주,include,eligible_current_snapshot
071280,로체시스템즈,KOSDAQ,보통주,include,eligible_current_snapshot
071320,지역난방공사,KOSPI,보통주,include,eligible_current_snapshot
071670,에이테크솔루션,KOSDAQ,보통주,include,eligible_current_snapshot
071840,롯데하이마트,KOSPI,보통주,include,eligible_current_snapshot
071850,캐스텍코리아,KOSDAQ,보통주,include,eligible_current_snapshot
071970,HD현대마린엔진,KOSPI,보통주,include,eligible_current_snapshot
072020,중앙백신,KOSDAQ,보통주,include,eligible_current_snapshot
072130,유엔젤,KOSPI,보통주,include,eligible_current_snapshot
072470,우리산업홀딩스,KOSDAQ,보통주,include,eligible_current_snapshot
072710,농심홀딩스,KOSPI,보통주,include,eligible_current_snapshot
072770,멤레이비티,KOSDAQ,보통주,include,eligible_current_snapshot
072870,메가스터디,KOSDAQ,보통주,include,eligible_current_snapshot
072950,빛샘전자,KOSDAQ,보통주,include,eligible_current_snapshot
072990,에이치시티,KOSDAQ,보통주,include,eligible_current_snapshot
073010,케이에스피,KOSDAQ,보통주,include,eligible_current_snapshot
073110,엘엠에스,KOSDAQ,보통주,include,eligible_current_snapshot
073190,듀오백,KOSDAQ,보통주,include,eligible_current_snapshot
073240,금호타이어,KOSPI,보통주,include,eligible_current_snapshot
073490,LIG아큐버,KOSDAQ,보통주,include,eligible_current_snapshot
073540,에프알텍,KOSDAQ,보통주,include,eligible_current_snapshot
073560,우리손에프앤지,KOSDAQ,보통주,include,eligible_current_snapshot
074430,아미노로직스,KOSDAQ,보통주,include,eligible_current_snapshot
074600,원익QnC,KOSDAQ,보통주,include,eligible_current_snapshot
074610,이엔플러스,KOSPI,보통주,include,eligible_current_snapshot
075130,플랜티넷,KOSDAQ,보통주,include,eligible_current_snapshot
075180,새론오토모티브,KOSPI,보통주,include,eligible_current_snapshot
075580,세진중공업,KOSPI,보통주,include,eligible_current_snapshot
075970,동국알앤에스,KOSDAQ,보통주,include,eligible_current_snapshot
076080,웰크론한텍,KOSDAQ,보통주,include,eligible_current_snapshot
076610,해성옵틱스,KOSDAQ,보통주,include,eligible_current_snapshot
077360,덕산하이메탈,KOSDAQ,보통주,include,eligible_current_snapshot
077500,유니퀘스트,KOSPI,보통주,include,eligible_current_snapshot
077970,STX엔진,KOSPI,보통주,include,eligible_current_snapshot
078000,텔코웨어,KOSPI,보통주,include,eligible_current_snapshot
078020,LS증권,KOSDAQ,보통주,include,eligible_current_snapshot
078070,유비쿼스홀딩스,KOSDAQ,보통주,include,eligible_current_snapshot
078130,국일제지,KOSDAQ,보통주,include,eligible_current_snapshot
078140,대봉엘에스,KOSDAQ,보통주,include,eligible_current_snapshot
078150,HB테크놀러지,KOSDAQ,보통주,include,eligible_current_snapshot
078160,메디포스트,KOSDAQ,보통주,include,eligible_current_snapshot
078340,컴투스,KOSDAQ GLOBAL,보통주,include,eligible_current_snapshot
078350,한양디지텍,KOSDAQ,보통주,include,eligible_current_snapshot
078520,에이블씨엔씨,KOSPI,보통주,include,eligible_current_snapshot
078590,휴림에이텍,KOSDAQ,보통주,include,eligible_current_snapshot
078600,대주전자재료,KOSDAQ,보통주,include,eligible_current_snapshot
078860,아이오케이이엔엠,KOSDAQ,보통주,include,eligible_current_snapshot
078890,가온그룹,KOSDAQ,보통주,include,eligible_current_snapshot
078930,GS,KOSPI,보통주,include,eligible_current_snapshot
079000,와토스코리아,KOSDAQ,보통주,include,eligible_current_snapshot
079160,CJ CGV,KOSPI,보통주,include,eligible_current_snapshot
079170,한창산업,KOSDAQ,보통주,include,eligible_current_snapshot
079190,케스피온,KOSDAQ,보통주,include,eligible_current_snapshot
079370,제우스,KOSDAQ,보통주,include,eligible_current_snapshot
079430,현대리바트,KOSPI,보통주,include,eligible_current_snapshot
079550,LIG디펜스앤에어로스페이스,KOSPI,보통주,include,eligible_current_snapshot
079650,서산,KOSDAQ,보통주,include,eligible_current_snapshot
079810,APS이노베이션,KOSDAQ,보통주,include,eligible_current_snapshot
079900,전진건설로봇,KOSPI,보통주,include,eligible_current_snapshot
079940,가비아,KOSDAQ,보통주,include,eligible_current_snapshot
079960,동양이엔피,KOSDAQ,보통주,include,eligible_current_snapshot
079980,휴비스,KOSPI,보통주,include,eligible_current_snapshot
080010,이상네트웍스,KOSDAQ,보통주,include,eligible_current_snapshot
080160,모두투어,KOSDAQ,보통주,include,eligible_current_snapshot
080220,제주반도체,KOSDAQ,보통주,include,eligible_current_snapshot
080420,모다이노칩,KOSDAQ,보통주,include,eligible_current_snapshot
080470,성창오토텍,KOSDAQ,보통주,include,eligible_current_snapshot
080520,오디텍,KOSDAQ,보통주,include,eligible_current_snapshot
080530,코디,KOSDAQ,보통주,include,eligible_current_snapshot
080580,오킨스전자,KOSDAQ,보통주,include,eligible_current_snapshot
081000,일진다이아,KOSPI,보통주,include,eligible_current_snapshot
081150,티플랙스,KOSDAQ,보통주,include,eligible_current_snapshot
081180,쎄크,KOSDAQ,보통주,include,eligible_current_snapshot
081580,성우전자,KOSDAQ,보통주,include,eligible_current_snapshot
081660,미스토홀딩스,KOSPI,보통주,include,eligible_current_snapshot
082210,옵트론텍,KOSDAQ,보통주,include,eligible_current_snapshot
082270,젬백스,KOSDAQ,보통주,include,eligible_current_snapshot
082640,동양생명,KOSPI,보통주,include,eligible_current_snapshot
082740,한화엔진,KOSPI,보통주,include,eligible_current_snapshot
082800,비보존 제약,KOSDAQ,보통주,include,eligible_current_snapshot
082850,우리바이오,KOSDAQ,보통주,include,eligible_current_snapshot
082920,비츠로셀,KOSDAQ GLOBAL,보통주,include,eligible_current_snapshot
083310,엘오티베큠,KOSDAQ,보통주,include,eligible_current_snapshot
083420,그린케미칼,KOSPI,보통주,include,eligible_current_snapshot
083450,GST,KOSDAQ,보통주,include,eligible_current_snapshot
083470,이엠앤아이,KOSDAQ,보통주,include,eligible_current_snapshot
083500,에프엔에스테크,KOSDAQ,보통주,include,eligible_current_snapshot
083550,케이엠,KOSDAQ,보통주,include,eligible_current_snapshot
083640,인콘,KOSDAQ,보통주,include,eligible_current_snapshot
083650,비에이치아이,KOSDAQ,보통주,include,eligible_current_snapshot
083660,CSA 코스믹,KOSDAQ,보통주,include,eligible_current_snapshot
083790,CG인바이츠,KOSDAQ,보통주,include,eligible_current_snapshot
083930,아바코,KOSDAQ,보통주,include,eligible_current_snapshot
084010,대한제강,KOSPI,보통주,include,eligible_current_snapshot
084110,휴온스글로벌,KOSDAQ,보통주,include,eligible_current_snapshot
084180,수성웹툰,KOSDAQ,보통주,include,eligible_current_snapshot
084370,유진테크,KOSDAQ,보통주,include,eligible_current_snapshot
084440,유비온,KOSDAQ,보통주,include,eligible_current_snapshot
084650,랩지노믹스,KOSDAQ,보통주,include,eligible_current_snapshot
084670,동양고속,KOSPI,보통주,include,eligible_current_snapshot
084680,이월드,KOSPI,보통주,include,eligible_current_snapshot
084690,대상홀딩스,KOSPI,보통주,include,eligible_current_snapshot
084730,팅크웨어,KOSDAQ,보통주,include,eligible_current_snapshot
084850,아이티엠반도체,KOSDAQ,보통주,include,eligible_current_snapshot
084870,TBH글로벌,KOSPI,보통주,include,eligible_current_snapshot
084990,헬릭스미스,KOSDAQ,보통주,include,eligible_current_snapshot
085310,엔케이,KOSPI,보통주,include,eligible_current_snapshot
085620,미래에셋생명,KOSPI,보통주,include,eligible_current_snapshot
085660,차바이오텍,KOSDAQ,보통주,include,eligible_current_snapshot
085670,뉴프렉스,KOSDAQ,보통주,include,eligible_current_snapshot
085810,알티캐스트,KOSDAQ,보통주,include,eligible_current_snapshot
085910,네오티스,KOSDAQ,보통주,include,eligible_current_snapshot
086040,바이오톡스텍,KOSDAQ,보통주,include,eligible_current_snapshot
086060,진바이오텍,KOSDAQ,보통주,include,eligible_current_snapshot
086280,현대글로비스,KOSPI,보통주,include,eligible_current_snapshot
086390,유니테스트,KOSDAQ,보통주,include,eligible_current_snapshot
086450,동국제약,KOSDAQ GLOBAL,보통주,include,eligible_current_snapshot
086520,에코프로,KOSDAQ GLOBAL,보통주,include,eligible_current_snapshot
086670,비엠티,KOSDAQ,보통주,include,eligible_current_snapshot
086710,선진뷰티사이언스,KOSDAQ,보통주,include,eligible_current_snapshot
086790,하나금융지주,KOSPI,보통주,include,eligible_current_snapshot
086820,바이오솔루션,KOSDAQ,보통주,include,eligible_current_snapshot
086890,이수앱지스,KOSDAQ,보통주,include,eligible_current_snapshot
086900,메디톡스,KOSDAQ,보통주,include,eligible_current_snapshot
086960,MDS테크,KOSDAQ,보통주,include,eligible_current_snapshot
086980,쇼박스,KOSDAQ,보통주,include,eligible_current_snapshot
087010,펩트론,KOSDAQ,보통주,include,eligible_current_snapshot
087260,모바일어플라이언스,KOSDAQ,보통주,include,eligible_current_snapshot
087600,픽셀플러스,KOSDAQ,보통주,include,eligible_current_snapshot
088130,동아엘텍,KOSDAQ,보통주,include,eligible_current_snapshot
088280,쏘닉스,KOSDAQ,보통주,include,eligible_current_snapshot
088340,유라클,KOSDAQ,보통주,include,eligible_current_snapshot
088350,한화생명,KOSPI,보통주,include,eligible_current_snapshot
088390,이녹스,KOSDAQ,보통주,include,eligible_current_snapshot
088790,진도,KOSPI,보통주,include,eligible_current_snapshot
088800,에이스테크,KOSDAQ,보통주,include,eligible_current_snapshot
088910,동우팜투테이블,KOSDAQ,보통주,include,eligible_current_snapshot
088980,맥쿼리인프라,KOSPI,보통주,include,eligible_current_snapshot
089010,켐트로닉스,KOSDAQ,보통주,include,eligible_current_snapshot
089030,테크윙,KOSDAQ,보통주,include,eligible_current_snapshot
089140,넥스턴앤롤코리아,KOSDAQ,보통주,include,eligible_current_snapshot
089150,케이씨티,KOSDAQ,보통주,include,eligible_current_snapshot
089230,THE E&M,KOSDAQ,보통주,include,eligible_current_snapshot
089470,HDC현대EP,KOSPI,보통주,include,eligible_current_snapshot
089590,제주항공,KOSPI,보통주,include,eligible_current_snapshot
089600,KT나스미디어,KOSDAQ,보통주,include,eligible_current_snapshot
089790,제이티,KOSDAQ,보통주,include,eligible_current_snapshot
089850,유비벨록스,KOSDAQ,보통주,include,eligible_current_snapshot
089860,롯데렌탈,KOSPI,보통주,include,eligible_current_snapshot
089890,코세스,KOSDAQ,보통주,include,eligible_current_snapshot
089970,브이엠,KOSDAQ,보통주,include,eligible_current_snapshot
089980,상아프론테크,KOSDAQ,보통주,include,eligible_current_snapshot
090080,평화산업,KOSPI,보통주,include,eligible_current_snapshot
090150,아이윈,KOSDAQ,보통주,include,eligible_current_snapshot
090350,노루페인트,KOSPI,보통주,include,eligible_current_snapshot
090360,로보스타,KOSDAQ,보통주,include,eligible_current_snapshot
090370,메타랩스,KOSPI,보통주,include,eligible_current_snapshot
090410,덕신이피씨,KOSDAQ,보통주,include,eligible_current_snapshot
090430,아모레퍼시픽,KOSPI,보통주,include,eligible_current_snapshot
090460,비에이치,KOSPI,보통주,include,eligible_current_snapshot
090470,제이스로보틱스,KOSDAQ,보통주,include,eligible_current_snapshot
090710,휴림로봇,KOSDAQ,보통주,include,eligible_current_snapshot
090850,현대이지웰,KOSDAQ,보통주,include,eligible_current_snapshot
091120,이엠텍,KOSDAQ,보통주,include,eligible_current_snapshot
091340,S&K폴리텍,KOSDAQ,보통주,include,eligible_current_snapshot
091440,한울소재과학,KOSDAQ,보통주,include,eligible_current_snapshot
091580,상신이디피,KOSDAQ,보통주,include,eligible_current_snapshot
091590,남화토건,KOSDAQ,보통주,include,eligible_current_snapshot
091700,파트론,KOSDAQ,보통주,include,eligible_current_snapshot
091810,트리니티항공,KOSPI,보통주,include,eligible_current_snapshot
091970,나노캠텍,KOSDAQ,보통주,include,eligible_current_snapshot
092040,아미코젠,KOSDAQ,보통주,include,eligible_current_snapshot
092070,디엔에프,KOSDAQ,보통주,include,eligible_current_snapshot
092130,이크레더블,KOSDAQ,보통주,include,eligible_current_snapshot
092190,서울바이오시스,KOSDAQ,보통주,include,eligible_current_snapshot
092200,디아이씨,KOSPI,보통주,include,eligible_current_snapshot
092220,KEC,KOSPI,보통주,include,eligible_current_snapshot
092230,KPX홀딩스,KOSPI,보통주,include,eligible_current_snapshot
092300,현우산업,KOSDAQ,보통주,include,eligible_current_snapshot
092440,기신정기,KOSPI,보통주,include,eligible_current_snapshot
092460,한라IMS,KOSDAQ,보통주,include,eligible_current_snapshot
092600,앤씨앤,KOSDAQ,보통주,include,eligible_current_snapshot
092730,네오팜,KOSDAQ,보통주,include,eligible_current_snapshot
092780,DYP,KOSPI,보통주,include,eligible_current_snapshot
092790,넥스틸,KOSPI,보통주,include,eligible_current_snapshot
092870,엑시콘,KOSDAQ,보통주,include,eligible_current_snapshot
093050,LF,KOSPI,보통주,include,eligible_current_snapshot
093190,빅솔론,KOSDAQ,보통주,include,eligible_current_snapshot
093240,형지엘리트,KOSPI,보통주,include,eligible_current_snapshot
093320,케이아이엔엑스,KOSDAQ,보통주,include,eligible_current_snapshot
093370,후성,KOSPI,보통주,include,eligible_current_snapshot
093380,풍강,KOSDAQ,보통주,include,eligible_current_snapshot
093520,매커스,KOSDAQ,보통주,include,eligible_current_snapshot
093640,케이알엠,KOSDAQ,보통주,include,eligible_current_snapshot
093920,서원인텍,KOSDAQ,보통주,include,eligible_current_snapshot
094170,동운아나텍,KOSDAQ,보통주,include,eligible_current_snapshot
094280,효성ITX,KOSPI,보통주,include,eligible_current_snapshot
094360,칩스앤미디어,KOSDAQ,보통주,include,eligible_current_snapshot
094480,갤럭시아머니트리,KOSDAQ,보통주,include,eligible_current_snapshot
094800,맵스리얼티,KOSPI,보통주,include,eligible_current_snapshot
094820,일진파워,KOSDAQ,보통주,include,eligible_current_snapshot
094840,슈프리마에이치큐,KOSDAQ,보통주,include,eligible_current_snapshot
094850,참좋은여행,KOSDAQ,보통주,include,eligible_current_snapshot
094860,네오리진,KOSDAQ,보통주,include,eligible_current_snapshot
094940,푸른로보틱스,KOSDAQ,보통주,include,eligible_current_snapshot
094970,제이엠티,KOSDAQ,보통주,include,eligible_current_snapshot
095190,신화프리텍,KOSDAQ,보통주,include,eligible_current_snapshot
095270,웨이브일렉트로,KOSDAQ,보통주,include,eligible_current_snapshot
095340,ISC,KOSDAQ,보통주,include,eligible_current_snapshot
095500,미래나노텍,KOSDAQ,보통주,include,eligible_current_snapshot
095570,AJ네트웍스,KOSPI,보통주,include,eligible_current_snapshot
095610,테스,KOSDAQ GLOBAL,보통주,include,eligible_current_snapshot
095660,네오위즈,KOSDAQ,보통주,include,eligible_current_snapshot
095700,제넥신,KOSDAQ,보통주,include,eligible_current_snapshot
095720,웅진씽크빅,KOSPI,보통주,include,eligible_current_snapshot
095910,에스에너지,KOSDAQ,보통주,include,eligible_current_snapshot
096240,크레버스,KOSDAQ,보통주,include,eligible_current_snapshot
096250,와이즈넛,KOSDAQ,보통주,include,eligible_current_snapshot
096350,대창솔루션,KOSDAQ,보통주,include,eligible_current_snapshot
096530,씨젠,KOSDAQ GLOBAL,보통주,include,eligible_current_snapshot
096630,에스코넥,KOSDAQ,보통주,include,eligible_current_snapshot
096690,에이루트,KOSDAQ,보통주,include,eligible_current_snapshot
096760,JW홀딩스,KOSPI,보통주,include,eligible_current_snapshot
096770,SK이노베이션,KOSPI,보통주,include,eligible_current_snapshot
096870,엘디티,KOSDAQ,보통주,include,eligible_current_snapshot
097230,HJ중공업,KOSPI,보통주,include,eligible_current_snapshot
097520,엠씨넥스,KOSPI,보통주,include,eligible_current_snapshot
097780,에코볼트,KOSDAQ,보통주,include,eligible_current_snapshot
097800,윈팩,KOSDAQ,보통주,include,eligible_current_snapshot
097870,효성오앤비,KOSDAQ,보통주,include,eligible_current_snapshot
097950,CJ제일제당,KOSPI,보통주,include,eligible_current_snapshot
098070,한텍,KOSDAQ,보통주,include,eligible_current_snapshot
098120,마이크로컨텍솔,KOSDAQ,보통주,include,eligible_current_snapshot
098460,고영,KOSDAQ,보통주,include,eligible_current_snapshot
098660,에스티오,KOSDAQ,보통주,include,eligible_current_snapshot
099190,아이센스,KOSDAQ,보통주,include,eligible_current_snapshot
099220,SDN,KOSDAQ,보통주,include,eligible_current_snapshot
099320,쎄트렉아이,KOSDAQ,보통주,include,eligible_current_snapshot
099390,브레인즈컴퍼니,KOSDAQ,보통주,include,eligible_current_snapshot
099410,동방선기,KOSDAQ,보통주,include,eligible_current_snapshot
099430,바이오플러스,KOSDAQ,보통주,include,eligible_current_snapshot
099440,스맥,KOSDAQ,보통주,include,eligible_current_snapshot
099750,이지케어텍,KOSDAQ,보통주,include,eligible_current_snapshot
100030,인지소프트,KOSDAQ,보통주,include,eligible_current_snapshot
100090,SK오션플랜트,KOSPI,보통주,include,eligible_current_snapshot
100120,뷰웍스,KOSDAQ,보통주,include,eligible_current_snapshot
100130,동국S&C,KOSDAQ,보통주,include,eligible_current_snapshot
100220,비상교육,KOSPI,보통주,include,eligible_current_snapshot
100250,진양홀딩스,KOSPI,보통주,include,eligible_current_snapshot
100590,머큐리,KOSDAQ,보통주,include,eligible_current_snapshot
100660,서암기계공업,KOSDAQ,보통주,include,eligible_current_snapshot
100700,세운메디칼,KOSDAQ,보통주,include,eligible_current_snapshot
100790,미래에셋벤처투자,KOSDAQ,보통주,include,eligible_current_snapshot
100840,SNT에너지,KOSPI,보통주,include,eligible_current_snapshot
101000,KS인더스트리,KOSDAQ,보통주,include,eligible_current_snapshot
101140,인바이오젠,KOSPI,보통주,include,eligible_current_snapshot
101160,월덱스,KOSDAQ,보통주,include,eligible_current_snapshot
101170,우림피티에스,KOSDAQ,보통주,include,eligible_current_snapshot
101240,씨큐브,KOSDAQ,보통주,include,eligible_current_snapshot
101330,모베이스,KOSDAQ,보통주,include,eligible_current_snapshot
101360,에코앤드림,KOSDAQ,보통주,include,eligible_current_snapshot
101400,엔시트론,KOSDAQ,보통주,include,eligible_current_snapshot
