code,name,market,security_type,status,reason
005990,매일홀딩스,KOSDAQ,보통주,include,eligible_current_snapshot
006040,동원산업,KOSPI,보통주,include,eligible_current_snapshot
006050,국영지앤엠,KOSDAQ,보통주,include,eligible_current_snapshot
006060,화승인더,KOSPI,보통주,include,eligible_current_snapshot
006090,사조오양,KOSPI,보통주,include,eligible_current_snapshot
006110,삼아알미늄,KOSPI,보통주,include,eligible_current_snapshot
006120,SK디스커버리,KOSPI,보통주,include,eligible_current_snapshot
006140,피제이전자,KOSDAQ,보통주,include,eligible_current_snapshot
006200,한국전자홀딩스,KOSPI,보통주,include,eligible_current_snapshot
006220,제주은행,KOSPI,보통주,include,eligible_current_snapshot
006260,LS,KOSPI,보통주,include,eligible_current_snapshot
006280,녹십자,KOSPI,보통주,include,eligible_current_snapshot
006340,대원전선,KOSPI,보통주,include,eligible_current_snapshot
006360,GS건설,KOSPI,보통주,include,eligible_current_snapshot
006370,대구백화점,KOSPI,보통주,include,eligible_current_snapshot
006380,카프로,KOSPI,보통주,include,eligible_current_snapshot
006400,삼성SDI,KOSPI,보통주,include,eligible_current_snapshot
006570,대림통상,KOSPI,보통주,include,eligible_current_snapshot
006620,동구바이오제약,KOSDAQ,보통주,include,eligible_current_snapshot
006650,대한유화,KOSPI,보통주,include,eligible_current_snapshot
006660,삼성공조,KOSPI,보통주,include,eligible_current_snapshot
006730,서부T&D,KOSDAQ GLOBAL,보통주,include,eligible_current_snapshot
006740,블루산업개발,KOSPI,보통주,include,eligible_current_snapshot
006800,미래에셋증권,KOSPI,보통주,include,eligible_current_snapshot
006840,AK홀딩스,KOSPI,보통주,include,eligible_current_snapshot
006880,신송홀딩스,KOSPI,보통주,include,eligible_current_snapshot
006890,태경케미컬,KOSPI,보통주,include,eligible_current_snapshot
006910,보성파워텍,KOSDAQ,보통주,include,eligible_current_snapshot
006920,모헨즈,KOSDAQ,보통주,include,eligible_current_snapshot
006980,우성,KOSPI,보통주,include,eligible_current_snapshot
007070,GS리테일,KOSPI,보통주,include,eligible_current_snapshot
007110,일신석재,KOSPI,보통주,include,eligible_current_snapshot
007120,미래아이앤지,KOSPI,보통주,include,eligible_current_snapshot
007160,사조산업,KOSPI,보통주,include,eligible_current_snapshot
007210,벽산,KOSPI,보통주,include,eligible_current_snapshot
007280,한국특강,KOSPI,보통주,include,eligible_current_snapshot
007310,오뚜기,KOSPI,보통주,include,eligible_current_snapshot
007330,푸른저축은행,KOSDAQ,보통주,include,eligible_current_snapshot
007340,DN오토모티브,KOSPI,보통주,include,eligible_current_snapshot
007370,진양제약,KOSDAQ,보통주,include,eligible_current_snapshot
007390,네이처셀,KOSDAQ,보통주,include,eligible_current_snapshot
007460,에이프로젠,KOSPI,보통주,include,eligible_current_snapshot
007530,와이엠,KOSDAQ,보통주,include,eligible_current_snapshot
007540,샘표,KOSPI,보통주,include,eligible_current_snapshot
007570,일양약품,KOSPI,보통주,include,eligible_current_snapshot
007590,동방아그로,KOSPI,보통주,include,eligible_current_snapshot
007610,선도전기,KOSPI,보통주,include,eligible_current_snapshot
007660,이수페타시스,KOSPI,보통주,include,eligible_current_snapshot
007680,대원,KOSDAQ,보통주,include,eligible_current_snapshot
007690,국도화학,KOSPI,보통주,include,eligible_current_snapshot
007700,F&F홀딩스,KOSPI,보통주,include,eligible_current_snapshot
007720,소노스퀘어,KOSDAQ,보통주,include,eligible_current_snapshot
007770,한일화학,KOSDAQ,보통주,include,eligible_current_snapshot
007810,코리아써키트,KOSPI,보통주,include,eligible_current_snapshot
007820,엠엑스로보틱스,KOSDAQ,보통주,include,eligible_current_snapshot
007860,서연,KOSPI,보통주,include,eligible_current_snapshot
007980,TP,KOSPI,보통주,include,eligible_current_snapshot
008040,사조동아원,KOSPI,보통주,include,eligible_current_snapshot
008060,대덕,KOSPI,보통주,include,eligible_current_snapshot
008250,이건산업,KOSPI,보통주,include,eligible_current_snapshot
008260,NI스틸,KOSPI,보통주,include,eligible_current_snapshot
008290,원풍물산,KOSDAQ,보통주,include,eligible_current_snapshot
0082N0,카나프테라퓨틱스,KOSDAQ,보통주,include,eligible_current_snapshot
008350,남선알미늄,KOSPI,보통주,include,eligible_current_snapshot
008370,원풍,KOSDAQ,보통주,include,eligible_current_snapshot
008420,문배철강,KOSPI,보통주,include,eligible_current_snapshot
008470,부스타,KOSDAQ,보통주,include,eligible_current_snapshot
008490,서흥,KOSPI,보통주,include,eligible_current_snapshot
008700,아남전자,KOSPI,보통주,include,eligible_current_snapshot
008730,율촌화학,KOSPI,보통주,include,eligible_current_snapshot
008770,호텔신라,KOSPI,보통주,include,eligible_current_snapshot
008830,대동기어,KOSDAQ,보통주,include,eligible_current_snapshot
008870,금비,KOSPI,보통주,include,eligible_current_snapshot
0088M0,메쥬,KOSDAQ,보통주,include,eligible_current_snapshot
008930,한미사이언스,KOSPI,보통주,include,eligible_current_snapshot
008970,KBI동양철관,KOSPI,보통주,include,eligible_current_snapshot
009070,KCTC,KOSPI,보통주,include,eligible_current_snapshot
009140,경인전자,KOSPI,보통주,include,eligible_current_snapshot
009150,삼성전기,KOSPI,보통주,include,eligible_current_snapshot
009160,SIMPAC,KOSPI,보통주,include,eligible_current_snapshot
009180,한솔로지스틱스,KOSPI,보통주,include,eligible_current_snapshot
009190,대양금속,KOSPI,보통주,include,eligible_current_snapshot
009200,무림페이퍼,KOSPI,보통주,include,eligible_current_snapshot
009240,한샘,KOSPI,보통주,include,eligible_current_snapshot
009270,신원,KOSPI,보통주,include,eligible_current_snapshot
009290,광동제약,KOSPI,보통주,include,eligible_current_snapshot
009300,삼아제약,KOSDAQ,보통주,include,eligible_current_snapshot
009310,참엔지니어링,KOSPI,보통주,include,eligible_current_snapshot
009320,아진전자부품,KOSPI,보통주,include,eligible_current_snapshot
009410,태영건설,KOSPI,보통주,include,eligible_current_snapshot
009420,한올바이오파마,KOSPI,보통주,include,eligible_current_snapshot
009450,경동나비엔,KOSPI,보통주,include,eligible_current_snapshot
009460,한창제지,KOSPI,보통주,include,eligible_current_snapshot
009470,삼화전기,KOSPI,보통주,include,eligible_current_snapshot
009520,포스코엠텍,KOSDAQ GLOBAL,보통주,include,eligible_current_snapshot
009540,HD한국조선해양,KOSPI,보통주,include,eligible_current_snapshot
009580,무림P&P,KOSPI,보통주,include,eligible_current_snapshot
009620,삼보산업,KOSDAQ,보통주,include,eligible_current_snapshot
009680,모토닉,KOSPI,보통주,include,eligible_current_snapshot
009730,이렘,KOSDAQ,보통주,include,eligible_current_snapshot
009770,삼정펄프,KOSPI,보통주,include,eligible_current_snapshot
009780,엠에스씨,KOSDAQ,보통주,include,eligible_current_snapshot
009810,플레이그램,KOSPI,보통주,include,eligible_current_snapshot
009830,한화솔루션,KOSPI,보통주,include,eligible_current_snapshot
009900,명신산업,KOSPI,보통주,include,eligible_current_snapshot
009970,영원무역홀딩스,KOSPI,보통주,include,eligible_current_snapshot
010040,한국내화,KOSPI,보통주,include,eligible_current_snapshot
010060,OCI홀딩스,KOSPI,보통주,include,eligible_current_snapshot
010100,한국무브넥스,KOSPI,보통주,include,eligible_current_snapshot
010120,LS ELECTRIC,KOSPI,보통주,include,eligible_current_snapshot
010130,고려아연,KOSPI,보통주,include,eligible_current_snapshot
010140,삼성중공업,KOSPI,보통주,include,eligible_current_snapshot
010170,대한광통신,KOSDAQ,보통주,include,eligible_current_snapshot
010240,흥국,KOSDAQ,보통주,include,eligible_current_snapshot
010280,아이티센엔텍,KOSDAQ,보통주,include,eligible_current_snapshot
010400,우진아이엔에스,KOSPI,보통주,include,eligible_current_snapshot
010470,오리콤,KOSDAQ,보통주,include,eligible_current_snapshot
010580,에스엠벡셀,KOSPI,보통주,include,eligible_current_snapshot
010640,진양폴리,KOSPI,보통주,include,eligible_current_snapshot
010660,화천기계,KOSPI,보통주,include,eligible_current_snapshot
010690,화신,KOSPI,보통주,include,eligible_current_snapshot
010770,평화홀딩스,KOSPI,보통주,include,eligible_current_snapshot
010780,아이에스동서,KOSPI,보통주,include,eligible_current_snapshot
010820,퍼스텍,KOSPI,보통주,include,eligible_current_snapshot
010950,S-Oil,KOSPI,보통주,include,eligible_current_snapshot
010960,삼호개발,KOSPI,보통주,include,eligible_current_snapshot
011040,경동제약,KOSDAQ,보통주,include,eligible_current_snapshot
011070,LG이노텍,KOSPI,보통주,include,eligible_current_snapshot
011080,형지I&C,KOSDAQ,보통주,include,eligible_current_snapshot
011090,에넥스,KOSPI,보통주,include,eligible_current_snapshot
011150,CJ씨푸드,KOSPI,보통주,include,eligible_current_snapshot
011170,롯데케미칼,KOSPI,보통주,include,eligible_current_snapshot
011200,HMM,KOSPI,보통주,include,eligible_current_snapshot
011210,현대위아,KOSPI,보통주,include,eligible_current_snapshot
011230,삼화전자,KOSPI,보통주,include,eligible_current_snapshot
011280,태림포장,KOSPI,보통주,include,eligible_current_snapshot
011300,우성머티리얼스,KOSPI,보통주,include,eligible_current_snapshot
011320,유니크,KOSDAQ,보통주,include,eligible_current_snapshot
011330,유니켐,KOSPI,보통주,include,eligible_current_snapshot
011370,서한,KOSDAQ,보통주,include,eligible_current_snapshot
011390,부산산업,KOSPI,보통주,include,eligible_current_snapshot
011420,갤럭시아에스엠,KOSPI,보통주,include,eligible_current_snapshot
011500,한농화성,KOSPI,보통주,include,eligible_current_snapshot
011560,세보엠이씨,KOSDAQ,보통주,include,eligible_current_snapshot
011690,와이투솔루션,KOSPI,보통주,include,eligible_current_snapshot
011700,한신기계,KOSPI,보통주,include,eligible_current_snapshot
011760,현대코퍼레이션,KOSPI,보통주,include,eligible_current_snapshot
011780,금호석유화학,KOSPI,보통주,include,eligible_current_snapshot
011790,SKC,KOSPI,보통주,include,eligible_current_snapshot
0117P0,피스피스스튜디오,KOSDAQ,보통주,include,eligible_current_snapshot
011930,신성이엔지,KOSPI,보통주,include,eligible_current_snapshot
012030,DB,KOSPI,보통주,include,eligible_current_snapshot
0120G0,삼양바이오팜,KOSPI,보통주,include,eligible_current_snapshot
012160,영흥,KOSPI,보통주,include,eligible_current_snapshot
012170,아센디오,KOSPI,보통주,include,eligible_current_snapshot
012200,계양전기,KOSPI,보통주,include,eligible_current_snapshot
012210,삼미금속,KOSDAQ,보통주,include,eligible_current_snapshot
012280,영화금속,KOSPI,보통주,include,eligible_current_snapshot
012320,경동인베스트,KOSPI,보통주,include,eligible_current_snapshot
012330,현대모비스,KOSPI,보통주,include,eligible_current_snapshot
012340,뉴인텍,KOSDAQ,보통주,include,eligible_current_snapshot
012450,한화에어로스페이스,KOSPI,보통주,include,eligible_current_snapshot
012510,더존비즈온,KOSPI,보통주,include,eligible_current_snapshot
012610,경인양행,KOSPI,보통주,include,eligible_current_snapshot
012620,원일특강,KOSDAQ,보통주,include,eligible_current_snapshot
012630,HDC,KOSPI,보통주,include,eligible_current_snapshot
012690,모나리자,KOSPI,보통주,include,eligible_current_snapshot
0126Z0,삼성에피스홀딩스,KOSPI,보통주,include,eligible_current_snapshot
012700,리드코프,KOSDAQ,보통주,include,eligible_current_snapshot
012750,에스원,KOSPI,보통주,include,eligible_current_snapshot
012790,신일제약,KOSDAQ,보통주,include,eligible_current_snapshot
012800,대창,KOSPI,보통주,include,eligible_current_snapshot
012860,모베이스전자,KOSDAQ,보통주,include,eligible_current_snapshot
013000,세우글로벌,KOSPI,보통주,include,eligible_current_snapshot
013030,하이록코리아,KOSDAQ,보통주,include,eligible_current_snapshot
013120,동원개발,KOSDAQ,보통주,include,eligible_current_snapshot
013310,아진산업,KOSDAQ,보통주,include,eligible_current_snapshot
013360,일성건설,KOSPI,보통주,include,eligible_current_snapshot
013520,화승코퍼레이션,KOSPI,보통주,include,eligible_current_snapshot
013570,디와이,KOSPI,보통주,include,eligible_current_snapshot
013580,계룡건설,KOSPI,보통주,include,eligible_current_snapshot
013700,까뮤이앤씨,KOSPI,보통주,include,eligible_current_snapshot
013720,THE CUBE&,KOSDAQ,보통주,include,eligible_current_snapshot
013810,스페코,KOSDAQ,보통주,include,eligible_current_snapshot
013870,지엠비코리아,KOSPI,보통주,include,eligible_current_snapshot
013890,지누스,KOSPI,보통주,include,eligible_current_snapshot
013990,아가방컴퍼니,KOSDAQ,보통주,include,eligible_current_snapshot
014100,메디앙스,KOSDAQ,보통주,include,eligible_current_snapshot
014130,한익스프레스,KOSPI,보통주,include,eligible_current_snapshot
014160,대영포장,KOSPI,보통주,include,eligible_current_snapshot
014190,원익큐브,KOSDAQ,보통주,include,eligible_current_snapshot
014280,금강공업,KOSPI,보통주,include,eligible_current_snapshot
014440,영보화학,KOSPI,보통주,include,eligible_current_snapshot
014470,부방,KOSDAQ,보통주,include,eligible_current_snapshot
014530,극동유화,KOSPI,보통주,include,eligible_current_snapshot
014570,고려제약,KOSDAQ,보통주,include,eligible_current_snapshot
014580,태경비케이,KOSPI,보통주,include,eligible_current_snapshot
014620,성광벤드,KOSDAQ GLOBAL,보통주,include,eligible_current_snapshot
014680,한솔케미칼,KOSPI,보통주,include,eligible_current_snapshot
014710,사조씨푸드,KOSPI,보통주,include,eligible_current_snapshot
014790,HL D&I,KOSPI,보통주,include,eligible_current_snapshot
014820,동원시스템즈,KOSPI,보통주,include,eligible_current_snapshot
014830,유니드,KOSPI,보통주,include,eligible_current_snapshot
014910,성문전자,KOSPI,보통주,include,eligible_current_snapshot
014940,오리엔탈정공,KOSDAQ,보통주,include,eligible_current_snapshot
014950,삼익제약,KOSDAQ,보통주,include,eligible_current_snapshot
014970,삼륭물산,KOSDAQ,보통주,include,eligible_current_snapshot
014990,인디에프,KOSPI,보통주,include,eligible_current_snapshot
015230,대창단조,KOSPI,보통주,include,eligible_current_snapshot
015260,에이엔피,KOSPI,보통주,include,eligible_current_snapshot
015360,INVENI,KOSPI,보통주,include,eligible_current_snapshot
015590,DKME,KOSPI,보통주,include,eligible_current_snapshot
015710,코콤,KOSDAQ,보통주,include,eligible_current_snapshot
015750,성우하이텍,KOSDAQ,보통주,include,eligible_current_snapshot
015760,한국전력,KOSPI,보통주,include,eligible_current_snapshot
015860,일진홀딩스,KOSPI,보통주,include,eligible_current_snapshot
015890,태경산업,KOSPI,보통주,include,eligible_current_snapshot
016090,대현,KOSPI,보통주,include,eligible_current_snapshot
016100,리더스코스메틱,KOSDAQ,보통주,include,eligible_current_snapshot
016250,SGC E&C,KOSDAQ,보통주,include,eligible_current_snapshot
016360,삼성증권,KOSPI,보통주,include,eligible_current_snapshot
016380,KG스틸,KOSPI,보통주,include,eligible_current_snapshot
016450,한세예스24홀딩스,KOSPI,보통주,include,eligible_current_snapshot
016580,환인제약,KOSPI,보통주,include,eligible_current_snapshot
016590,신대양제지,KOSPI,보통주,include,eligible_current_snapshot
016600,큐캐피탈,KOSDAQ,보통주,include,eligible_current_snapshot
016610,DB증권,KOSPI,보통주,include,eligible_current_snapshot
016670,디모아,KOSDAQ,보통주,include,eligible_current_snapshot
016710,대성홀딩스,KOSPI,보통주,include,eligible_current_snapshot
016740,두올,KOSPI,보통주,include,eligible_current_snapshot
016800,퍼시스,KOSPI,보통주,include,eligible_current_snapshot
016880,웅진,KOSPI,보통주,include,eligible_current_snapshot
016920,카스,KOSDAQ,보통주,include,eligible_current_snapshot
017000,신원종합개발,KOSDAQ,보통주,include,eligible_current_snapshot
017180,명문제약,KOSPI,보통주,include,eligible_current_snapshot
017250,인터엠,KOSDAQ,보통주,include,eligible_current_snapshot
017370,우신시스템,KOSPI,보통주,include,eligible_current_snapshot
017390,서울가스,KOSPI,보통주,include,eligible_current_snapshot
017480,삼현철강,KOSDAQ,보통주,include,eligible_current_snapshot
017510,세명전기,KOSDAQ,보통주,include,eligible_current_snapshot
017550,수산세보틱스,KOSPI,보통주,include,eligible_current_snapshot
017650,대림제지,KOSDAQ,보통주,include,eligible_current_snapshot
017670,SK텔레콤,KOSPI,보통주,include,eligible_current_snapshot
017800,현대엘리베이터,KOSPI,보통주,include,eligible_current_snapshot
017810,풀무원,KOSPI,보통주,include,eligible_current_snapshot
017860,DS단석,KOSPI,보통주,include,eligible_current_snapshot
017890,한국알콜,KOSDAQ,보통주,include,eligible_current_snapshot
017900,광전자,KOSPI,보통주,include,eligible_current_snapshot
017940,E1,KOSPI,보통주,include,eligible_current_snapshot
017960,한국카본,KOSPI,보통주,include,eligible_current_snapshot
018000,유니슨,KOSDAQ,보통주,include,eligible_current_snapshot
018120,진로발효,KOSDAQ,보통주,include,eligible_current_snapshot
018250,애경산업,KOSPI,보통주,include,eligible_current_snapshot
018260,삼성에스디에스,KOSPI,보통주,include,eligible_current_snapshot
018290,브이티,KOSDAQ,보통주,include,eligible_current_snapshot
018310,삼목에스폼,KOSDAQ,보통주,include,eligible_current_snapshot
018470,조일알미늄,KOSPI,보통주,include,eligible_current_snapshot
018500,동원금속,KOSPI,보통주,include,eligible_current_snapshot
018620,우진비앤지,KOSDAQ,보통주,include,eligible_current_snapshot
018670,SK가스,KOSPI,보통주,include,eligible_current_snapshot
018680,서울제약,KOSDAQ,보통주,include,eligible_current_snapshot
018700,졸스,KOSDAQ,보통주,include,eligible_current_snapshot
018880,한온시스템,KOSPI,보통주,include,eligible_current_snapshot
019010,베뉴지,KOSDAQ,보통주,include,eligible_current_snapshot
019170,신풍제약,KOSPI,보통주,include,eligible_current_snapshot
019180,티에이치엔,KOSPI,보통주,include,eligible_current_snapshot
019210,와이지-원,KOSDAQ,보통주,include,eligible_current_snapshot
019540,일지테크,KOSDAQ,보통주,include,eligible_current_snapshot
019550,SBI인베스트먼트,KOSDAQ,보통주,include,eligible_current_snapshot
019570,플루토스,KOSDAQ,보통주,include,eligible_current_snapshot
019660,글로본,KOSDAQ,보통주,include,eligible_current_snapshot
019680,대교,KOSPI,보통주,include,eligible_current_snapshot
019770,서연탑메탈,KOSDAQ,보통주,include,eligible_current_snapshot
019990,에너토크,KOSDAQ,보통주,include,eligible_current_snapshot
020000,한섬,KOSPI,보통주,include,eligible_current_snapshot
020120,키다리스튜디오,KOSPI,보통주,include,eligible_current_snapshot
020150,롯데에너지머티리얼즈,KOSPI,보통주,include,eligible_current_snapshot
020180,대신정보통신,KOSDAQ,보통주,include,eligible_current_snapshot
020400,대동금속,KOSDAQ,보통주,include,eligible_current_snapshot
020560,아시아나항공,KOSPI,보통주,include,eligible_current_snapshot
020710,시공테크,KOSDAQ,보통주,include,eligible_current_snapshot
020760,일진디스플,KOSPI,보통주,include,eligible_current_snapshot
021040,대호특수강,KOSDAQ,보통주,include,eligible_current_snapshot
021050,서원,KOSPI,보통주,include,eligible_current_snapshot
021080,에이티넘인베스트,KOSDAQ,보통주,include,eligible_current_snapshot
021240,코웨이,KOSPI,보통주,include,eligible_current_snapshot
021320,KCC건설,KOSDAQ,보통주,include,eligible_current_snapshot
021650,한국큐빅,KOSDAQ,보통주,include,eligible_current_snapshot
021820,세원정공,KOSPI,보통주,include,eligible_current_snapshot
021880,메이슨캐피탈,KOSDAQ,보통주,include,eligible_current_snapshot
022100,포스코DX,KOSPI,보통주,include,eligible_current_snapshot
022220,티케이지애강,KOSDAQ,보통주,include,eligible_current_snapshot
023000,삼원강재,KOSPI,보통주,include,eligible_current_snapshot
023150,MH에탄올,KOSPI,보통주,include,eligible_current_snapshot
023160,태광,KOSDAQ GLOBAL,보통주,include,eligible_current_snapshot
023350,한국종합기술,KOSPI,보통주,include,eligible_current_snapshot
023410,유진기업,KOSDAQ,보통주,include,eligible_current_snapshot
023450,동남합성,KOSPI,보통주,include,eligible_current_snapshot
023530,롯데쇼핑,KOSPI,보통주,include,eligible_current_snapshot
023590,다우기술,KOSPI,보통주,include,eligible_current_snapshot
023600,삼보판지,KOSDAQ,보통주,include,eligible_current_snapshot
023760,한국캐피탈,KOSDAQ,보통주,include,eligible_current_snapshot
023770,플레이위드,KOSDAQ,보통주,include,eligible_current_snapshot
023790,동일스틸럭스,KOSDAQ,보통주,include,eligible_current_snapshot
023800,인지컨트롤스,KOSPI,보통주,include,eligible_current_snapshot
023810,인팩,KOSPI,보통주,include,eligible_current_snapshot
023900,풍국주정,KOSDAQ,보통주,include,eligible_current_snapshot
023910,대한약품,KOSDAQ,보통주,include,eligible_current_snapshot
023960,에쓰씨엔지니어링,KOSPI,보통주,include,eligible_current_snapshot
024060,흥구석유,KOSDAQ,보통주,include,eligible_current_snapshot
024070,WISCOM,KOSPI,보통주,include,eligible_current_snapshot
024090,디씨엠,KOSPI,보통주,include,eligible_current_snapshot
024110,기업은행,KOSPI,보통주,include,eligible_current_snapshot
024120,KB오토시스,KOSDAQ,보통주,include,eligible_current_snapshot
024720,콜마홀딩스,KOSPI,보통주,include,eligible_current_snapshot
024740,한일단조,KOSDAQ,보통주,include,eligible_current_snapshot
024800,유성티엔에스,KOSDAQ,보통주,include,eligible_current_snapshot
024840,KBI메탈,KOSDAQ,보통주,include,eligible_current_snapshot
024850,HLB이노베이션,KOSDAQ,보통주,include,eligible_current_snapshot
024880,케이피에프,KOSDAQ,보통주,include,eligible_current_snapshot
024890,대원화성,KOSPI,보통주,include,eligible_current_snapshot
024900,디와이덕양,KOSPI,보통주,include,eligible_current_snapshot
024910,경창산업,KOSDAQ,보통주,include,eligible_current_snapshot
024940,PN풍년,KOSDAQ,보통주,include,eligible_current_snapshot
024950,삼천리자전거,KOSDAQ,보통주,include,eligible_current_snapshot
025000,KPX케미칼,KOSPI,보통주,include,eligible_current_snapshot
025320,시노펙스,KOSDAQ,보통주,include,eligible_current_snapshot
025440,DH오토웨어,KOSDAQ,보통주,include,eligible_current_snapshot
025530,SJM홀딩스,KOSPI,보통주,include,eligible_current_snapshot
025540,한국단자,KOSPI,보통주,include,eligible_current_snapshot
025550,한국선재,KOSDAQ,보통주,include,eligible_current_snapshot
025560,미래산업,KOSPI,보통주,include,eligible_current_snapshot
025620,차AI헬스케어,KOSPI,보통주,include,eligible_current_snapshot
025750,한솔홈데코,KOSPI,보통주,include,eligible_current_snapshot
025770,한국정보통신,KOSDAQ,보통주,include,eligible_current_snapshot
025820,이구산업,KOSPI,보통주,include,eligible_current_snapshot
025860,남해화학,KOSPI,보통주,include,eligible_current_snapshot
025870,신라에스지,KOSDAQ,보통주,include,eligible_current_snapshot
025880,케이씨피드,KOSDAQ,보통주,include,eligible_current_snapshot
025890,한국주강,KOSPI,보통주,include,eligible_current_snapshot
025900,동화기업,KOSDAQ,보통주,include,eligible_current_snapshot
025950,동신건설,KOSDAQ,보통주,include,eligible_current_snapshot
025980,아난티,KOSDAQ,보통주,include,eligible_current_snapshot
026040,제이에스티나,KOSDAQ,보통주,include,eligible_current_snapshot
026150,특수건설,KOSDAQ,보통주,include,eligible_current_snapshot
026890,스틱인베스트먼트,KOSPI,보통주,include,eligible_current_snapshot
026940,부국철강,KOSPI,보통주,include,eligible_current_snapshot
026960,동서,KOSPI,보통주,include,eligible_current_snapshot
027040,서울전자통신,KOSDAQ,보통주,include,eligible_current_snapshot
027050,코리아나,KOSDAQ,보통주,include,eligible_current_snapshot
027360,아주IB투자,KOSDAQ,보통주,include,eligible_current_snapshot
027410,BGF,KOSPI,보통주,include,eligible_current_snapshot
027580,상보,KOSDAQ,보통주,include,eligible_current_snapshot
027710,팜스토리,KOSDAQ,보통주,include,eligible_current_snapshot
027740,마니커,KOSPI,보통주,include,eligible_current_snapshot
027830,대성창투,KOSDAQ,보통주,include,eligible_current_snapshot
027970,한국제지,KOSPI,보통주,include,eligible_current_snapshot
028050,삼성E&A,KOSPI,보통주,include,eligible_current_snapshot
028080,휴맥스홀딩스,KOSDAQ,보통주,include,eligible_current_snapshot
028100,동아지질,KOSPI,보통주,include,eligible_current_snapshot
028260,삼성물산,KOSPI,보통주,include,eligible_current_snapshot
028300,HLB,KOSDAQ,보통주,include,eligible_current_snapshot
028670,팬오션,KOSPI,보통주,include,eligible_current_snapshot
029460,케이씨,KOSPI,보통주,include,eligible_current_snapshot
029480,광무,KOSDAQ,보통주,include,eligible_current_snapshot
029530,신도리코,KOSPI,보통주,include,eligible_current_snapshot
029780,삼성카드,KOSPI,보통주,include,eligible_current_snapshot
030000,제일기획,KOSPI,보통주,include,eligible_current_snapshot
030190,NICE평가정보,KOSPI,보통주,include,eligible_current_snapshot
030200,KT,KOSPI,보통주,include,eligible_current_snapshot
030210,다올투자증권,KOSPI,보통주,include,eligible_current_snapshot
030520,한글과컴퓨터,KOSDAQ,보통주,include,eligible_current_snapshot
030530,원익홀딩스,KOSDAQ,보통주,include,eligible_current_snapshot
030610,교보증권,KOSPI,보통주,include,eligible_current_snapshot
030720,동원수산,KOSPI,보통주,include,eligible_current_snapshot
030960,양지사,KOSDAQ,보통주,include,eligible_current_snapshot
031210,서울보증보험,KOSPI,보통주,include,eligible_current_snapshot
031310,아이즈비전,KOSDAQ,보통주,include,eligible_current_snapshot
031330,에스에이엠티,KOSDAQ,보통주,include,eligible_current_snapshot
031430,신세계인터내셔날,KOSPI,보통주,include,eligible_current_snapshot
031440,신세계푸드,KOSPI,보통주,include,eligible_current_snapshot
031510,오스템,KOSDAQ,보통주,include,eligible_current_snapshot
031820,아이티센씨티에스,KOSPI,보통주,include,eligible_current_snapshot
031980,피에스케이홀딩스,KOSDAQ,보통주,include,eligible_current_snapshot
032080,아즈텍WB,KOSDAQ,보통주,include,eligible_current_snapshot
032190,다우데이타,KOSDAQ,보통주,include,eligible_current_snapshot
032280,삼일,KOSDAQ,보통주,include,eligible_current_snapshot
032300,한국파마,KOSDAQ,보통주,include,eligible_current_snapshot
032350,롯데관광개발,KOSPI,보통주,include,eligible_current_snapshot
032500,케이엠더블유,KOSDAQ,보통주,include,eligible_current_snapshot
032540,TJ미디어,KOSDAQ,보통주,include,eligible_current_snapshot
032560,황금에스티,KOSPI,보통주,include,eligible_current_snapshot
032580,피델릭스,KOSDAQ,보통주,include,eligible_current_snapshot
032620,GC메디아이,KOSDAQ,보통주,include,eligible_current_snapshot
032640,LG유플러스,KOSPI,보통주,include,eligible_current_snapshot
032680,소프트센,KOSDAQ,보통주,include,eligible_current_snapshot
032750,삼진,KOSDAQ,보통주,include,eligible_current_snapshot
032790,엠젠솔루션,KOSDAQ,보통주,include,eligible_current_snapshot
032800,판타지오,KOSDAQ,보통주,include,eligible_current_snapshot
032820,우리기술,KOSDAQ,보통주,include,eligible_current_snapshot
032830,삼성생명,KOSPI,보통주,include,eligible_current_snapshot
032850,비트컴퓨터,KOSDAQ,보통주,include,eligible_current_snapshot
032860,더라미,KOSDAQ,보통주,include,eligible_current_snapshot
032940,원익,KOSDAQ,보통주,include,eligible_current_snapshot
033050,제이엠아이,KOSDAQ,보통주,include,eligible_current_snapshot
033100,제룡전기,KOSDAQ GLOBAL,보통주,include,eligible_current_snapshot
033130,디지틀조선,KOSDAQ,보통주,include,eligible_current_snapshot
033160,엠케이전자,KOSDAQ,보통주,include,eligible_current_snapshot
033170,시그네틱스,KOSDAQ,보통주,include,eligible_current_snapshot
033200,모아텍,KOSDAQ,보통주,include,eligible_current_snapshot
033230,인성정보,KOSDAQ,보통주,include,eligible_current_snapshot
033240,자화전자,KOSPI,보통주,include,eligible_current_snapshot
033250,체시스,KOSPI,보통주,include,eligible_current_snapshot
033270,유나이티드제약,KOSPI,보통주,include,eligible_current_snapshot
033290,로젠,KOSDAQ,보통주,include,eligible_current_snapshot
033310,엠투엔,KOSDAQ,보통주,include,eligible_current_snapshot
033320,제이씨현시스템,KOSDAQ,보통주,include,eligible_current_snapshot
033340,좋은사람들,KOSDAQ,보통주,include,eligible_current_snapshot
033500,동성화인텍,KOSDAQ,보통주,include,eligible_current_snapshot
033530,SJG세종,KOSPI,보통주,include,eligible_current_snapshot
033540,파라텍,KOSDAQ,보통주,include,eligible_current_snapshot
033560,블루콤,KOSDAQ,보통주,include,eligible_current_snapshot
033640,네패스,KOSDAQ,보통주,include,eligible_current_snapshot
