date,code,stock_name,market,close,signal_state,roc_pct,lookback,rank_in_date_state,source_strategy,signal_mode,pit_liquidity_final_status
2025-02-05,160190,하이젠알앤엠,KOSDAQ,42000,BUY candidate,141.1022,20,1,001-strategy-universe-momentum,paper_signal_candidate_only,include
2025-02-05,351320,에스에이티이엔지,KOSDAQ,3015,BUY candidate,130.3285,20,2,001-strategy-universe-momentum,paper_signal_candidate_only,include
2025-02-05,010100,한국무브넥스,KOSPI,7040,BUY candidate,120.3443,20,3,001-strategy-universe-momentum,paper_signal_candidate_only,include
2025-02-05,098460,고영,KOSDAQ,17710,BUY candidate,99.2126,20,4,001-strategy-universe-momentum,paper_signal_candidate_only,include
2025-02-05,168360,펨트론,KOSDAQ,9760,BUY candidate,85.5513,20,5,001-strategy-universe-momentum,paper_signal_candidate_only,include
2025-02-05,277810,레인보우로보틱스,KOSDAQ,371000,BUY candidate,75.4137,20,6,001-strategy-universe-momentum,paper_signal_candidate_only,include
2025-02-05,301300,바이브컴퍼니,KOSDAQ,6770,BUY candidate,69.2500,20,7,001-strategy-universe-momentum,paper_signal_candidate_only,include
2025-02-05,123010,아이윈플러스,KOSDAQ,1930,BUY candidate,67.9721,20,8,001-strategy-universe-momentum,paper_signal_candidate_only,include
2025-02-05,332570,와이팜,KOSDAQ,4910,BUY candidate,66.1591,20,9,001-strategy-universe-momentum,paper_signal_candidate_only,include
2025-02-05,430690,한싹,KOSDAQ,6390,BUY candidate,65.5440,20,10,001-strategy-universe-momentum,paper_signal_candidate_only,include
2025-02-05,382150,온코크로스,KOSDAQ,10060,BUY candidate,58.9258,20,11,001-strategy-universe-momentum,paper_signal_candidate_only,include
2025-02-05,042660,한화오션,KOSPI,60000,BUY candidate,58.7302,20,12,001-strategy-universe-momentum,paper_signal_candidate_only,include
2025-02-05,208710,바이오로그디바이스,KOSDAQ,667,BUY candidate,56.9412,20,13,001-strategy-universe-momentum,paper_signal_candidate_only,include
2025-02-05,042000,카페24,KOSDAQ,56200,BUY candidate,56.5460,20,14,001-strategy-universe-momentum,paper_signal_candidate_only,include
2025-02-05,297090,씨에스베어링,KOSDAQ,7270,BUY candidate,56.0086,20,15,001-strategy-universe-momentum,paper_signal_candidate_only,include
2025-02-05,051630,진양화학,KOSPI,5520,BUY candidate,55.2743,20,16,001-strategy-universe-momentum,paper_signal_candidate_only,include
2025-02-05,317830,에스피시스템스,KOSDAQ,8820,BUY candidate,54.1958,20,17,001-strategy-universe-momentum,paper_signal_candidate_only,include
2025-02-05,108490,로보티즈,KOSDAQ,40650,BUY candidate,53.3962,20,18,001-strategy-universe-momentum,paper_signal_candidate_only,include
2025-02-05,080220,제주반도체,KOSDAQ,14030,BUY candidate,52.5000,20,19,001-strategy-universe-momentum,paper_signal_candidate_only,include
2025-02-05,010770,평화홀딩스,KOSPI,3770,BUY candidate,52.3232,20,20,001-strategy-universe-momentum,paper_signal_candidate_only,include
2025-02-05,019490,엑시큐어하이트론,KOSPI,829,SELL candidate,-71.2652,20,1,001-strategy-universe-momentum,paper_signal_candidate_only,include
2025-02-05,381620,제닉스,KOSDAQ,9600,SELL candidate,-62.3529,20,2,001-strategy-universe-momentum,paper_signal_candidate_only,include
2025-02-05,065650,하이퍼코퍼레이션,KOSDAQ,518,SELL candidate,-57.5410,20,3,001-strategy-universe-momentum,paper_signal_candidate_only,include
2025-02-05,206400,베노티앤알,KOSDAQ,1749,SELL candidate,-44.1214,20,4,001-strategy-universe-momentum,paper_signal_candidate_only,include
2025-02-05,015020,이스타코,KOSPI,1270,SELL candidate,-43.0493,20,5,001-strategy-universe-momentum,paper_signal_candidate_only,include
2025-02-05,387570,파인메딕스,KOSDAQ,7750,SELL candidate,-41.8168,20,6,001-strategy-universe-momentum,paper_signal_candidate_only,include
2025-02-05,012170,아센디오,KOSPI,240,SELL candidate,-37.6623,20,7,001-strategy-universe-momentum,paper_signal_candidate_only,include
2025-02-05,064960,SNT모티브,KOSPI,25650,SELL candidate,-36.4312,20,8,001-strategy-universe-momentum,paper_signal_candidate_only,include
2025-02-05,065500,오리엔트정공,KOSDAQ,4535,SELL candidate,-35.3989,20,9,001-strategy-universe-momentum,paper_signal_candidate_only,include
2025-02-05,196300,애니젠,KOSDAQ,7190,SELL candidate,-35.1083,20,10,001-strategy-universe-momentum,paper_signal_candidate_only,include
2025-02-05,013360,일성건설,KOSPI,3020,SELL candidate,-33.4802,20,11,001-strategy-universe-momentum,paper_signal_candidate_only,include
2025-02-05,045340,토탈소프트,KOSDAQ,7140,SELL candidate,-31.2139,20,12,001-strategy-universe-momentum,paper_signal_candidate_only,include
2025-02-05,298060,에스씨엠생명과학,KOSDAQ,1352,SELL candidate,-28.8421,20,13,001-strategy-universe-momentum,paper_signal_candidate_only,include
2025-02-05,214610,미코바이오메드,KOSDAQ,1101,SELL candidate,-28.8300,20,14,001-strategy-universe-momentum,paper_signal_candidate_only,include
